年月,區域別,人口數,人口密度
112.5,安定區,29989,959.0342181004157
112.5,山上區,6967,249.91032355262215
112.5,玉井區,13128,171.90851449987034
112.5,楠西區,8798,80.2505846854374
112.5,南化區,8076,47.08494296285327
112.5,左鎮區,4291,57.28780748306131
112.5,仁德區,77175,1520.1983989410319
112.5,歸仁區,68439,1226.6966354969322
112.5,關廟區,33359,621.8902226456107
112.5,龍崎區,3562,55.58555212588988
112.5,永康區,234879,5831.837379237399
112.5,東區,181327,13516.13047496944
112.5,南區,121232,4445.927659059487
112.5,北區,126348,12109.258194364578
112.5,安南區,200600,1871.240727750332
112.5,安平區,68629,6201.621138049754
112.5,中西區,77673,12407.82747603834
112.4,總計,1857292,847.4388579104968
112.4,新營區,75053,1947.4760370122422
112.4,鹽水區,24372,466.48993693236736
112.4,白河區,26175,207.0731603122038
112.4,柳營區,20426,333.25230165320943
112.4,後壁區,21779,301.56925680119747
112.4,東山區,19346,154.86984240836773
112.4,麻豆區,42983,796.3590146439793
112.4,下營區,22611,674.3694283473162
112.4,六甲區,21331,315.7944604579619
112.4,官田區,20844,294.4263249113995
112.4,大內區,8815,125.36888888888889
112.4,佳里區,58246,1495.7038893539657
112.4,學甲區,24734,458.105752899972
112.4,西港區,24756,733.1505096752413
112.4,七股區,21391,194.20023023317466
112.4,將軍區,18512,440.9760931500062
112.4,北門區,10129,229.6809772269123
112.4,新化區,42604,686.5201690679189
112.4,善化區,51981,939.8170664458495
112.4,新市區,37537,785.1352029717881
112.4,安定區,29956,957.9788935081548
112.4,山上區,6972,250.08967644737785
112.4,玉井區,13126,171.88232490290204
112.4,楠西區,8815,80.40564946602986
112.4,南化區,8077,47.09077319353217
112.4,左鎮區,4302,57.43466506458395
112.4,仁德區,77166,1520.0211163289105
112.4,歸仁區,68342,1224.9580131669275
112.4,關廟區,33365,622.0020767580204
112.4,龍崎區,3566,55.64797273467808
112.4,永康區,234799,5829.85105014736
112.4,東區,181256,13510.83812874564
112.4,南區,121233,4445.96433194832
112.4,北區,126356,12110.024918535557
