年月,區域別,人口數,人口密度
107.6,山上區,7325,262.7519908171318
107.6,玉井區,14097,184.59737423100793
107.6,楠西區,9638,87.91260913824117
107.6,南化區,8761,51.07865097790459
107.6,左鎮區,4829,64.47047828844164
107.6,仁德區,75520,1487.5980963787072
107.6,歸仁區,68464,1227.1447340355933
107.6,關廟區,34411,641.5019770214368
107.6,龍崎區,4003,62.46742424478866
107.6,永康區,234313,5817.784100925381
107.6,東區,186563,13906.422373952711
107.6,南區,125034,4585.357982404348
107.6,北區,132144,12664.74985623922
107.6,安南區,192759,1798.0981627139893
107.6,安平區,66653,6023.061005033299
107.6,中西區,77845,12435.303514376998
107.5,總計,1884935,860.0517116508995
107.5,新營區,77916,2021.7651912627857
107.5,鹽水區,25516,488.3865596080045
107.5,白河區,28324,224.07412388473205
107.5,柳營區,21273,347.07119421662213
107.5,後壁區,23571,326.3827059121642
107.5,東山區,20953,167.73430207704587
107.5,麻豆區,44468,823.8720578644691
107.5,下營區,24063,717.6750941719283
107.5,六甲區,22284,329.90313425742926
107.5,官田區,21312,301.03693324274354
107.5,大內區,9712,138.12622222222222
107.5,佳里區,59312,1523.0777922151292
107.5,學甲區,25872,479.182988559395
107.5,西港區,24735,732.5285933437184
107.5,七股區,22935,208.2175812443486
107.5,將軍區,19728,469.9425435211389
107.5,北門區,11149,252.81007158681462
107.5,新化區,43614,702.79529278303
107.5,善化區,48617,878.9959084934469
107.5,新市區,36764,768.9669020447776
107.5,安定區,30532,976.3991045730733
107.5,山上區,7320,262.5726379223761
107.5,玉井區,14110,184.76760661130183
107.5,楠西區,9652,88.04030954578789
107.5,南化區,8765,51.10197190062022
107.5,左鎮區,4840,64.61733586996428
107.5,仁德區,75539,1487.9723596709634
107.5,歸仁區,68476,1227.3598213341506
107.5,關廟區,34403,641.3528382048906
107.5,龍崎區,4010,62.576660310168
107.5,永康區,234231,5815.748113608092
107.5,東區,186575,13907.316855004621
107.5,南區,125055,4586.128113069851
107.5,北區,132403,12689.57255127468
107.5,安南區,192535,1796.0086416620647
107.5,安平區,66671,6024.687564949441
107.5,中西區,77700,12412.140575079873
107.4,總計,1885478,860.2994698385434
107.4,新營區,78005,2024.0745642031625
107.4,鹽水區,25540,488.8459293144864
107.4,白河區,28356,224.32727922876225
107.4,柳營區,21281,347.2017150436674
107.4,後壁區,23597,326.74272247292606
107.4,東山區,20982,167.96645474063743
107.4,麻豆區,44523,824.891059465228
107.4,下營區,24096,718.6593138497603
107.4,六甲區,22278,329.81430734998247
107.4,官田區,21343,301.4748154185377
107.4,大內區,9712,138.12622222222222
107.4,佳里區,59381,1524.8496489669305
107.4,學甲區,25920,480.07201080162025
107.4,西港區,24733,732.4693632169067
107.4,七股區,22915,208.03600934005877
107.4,將軍區,19738,470.1807544616909
107.4,北門區,11161,253.08217857928406
107.4,新化區,43644,703.2787122993205
107.4,善化區,48598,878.6523882790902
107.4,新市區,36702,767.6700913624042
107.4,安定區,30552,977.0386952350495
107.4,山上區,7320,262.5726379223761
107.4,玉井區,14134,185.08188177492136
107.4,楠西區,9662,88.13152412260698
107.4,南化區,8767,51.113632361978034
107.4,左鎮區,4851,64.76419345148693
107.4,仁德區,75545,1488.0905480790445
107.4,歸仁區,68535,1228.4173338853907
107.4,關廟區,34391,641.1291299800713
107.4,龍崎區,4008,62.5454500057739
107.4,永康區,234211,5815.2515313355825
107.4,東區,186596,13908.882196845463
107.4,南區,125120,4588.511850844026
107.4,北區,132524,12701.169254360744
107.4,安南區,192346,1794.2456082745034
107.4,安平區,66625,6020.530800719301
107.4,中西區,77786,12425.878594249201
107.3,總計,1885882,860.4838055803631
107.3,新營區,78018,2024.4118883405208
107.3,鹽水區,25540,488.8459293144864
107.3,白河區,28399,224.66745672230283
107.3,柳營區,21309,347.65853793832565
107.3,後壁區,23636,327.28274731406873
107.3,東山區,21007,168.16658634718192
107.3,麻豆區,44538,825.1689689927076
107.3,下營區,24126,719.5540590114259
107.3,六甲區,22269,329.68106698881223
107.3,官田區,21347,301.5313163444466
107.3,大內區,9711,138.112
107.3,佳里區,59355,1524.181992799585
107.3,學甲區,25936,480.36835154902866
107.3,西港區,24764,733.3874301824881
107.3,七股區,22947,208.32652438692247
107.3,將軍區,19753,470.5380708725191
107.3,北門區,11169,253.26358324093036
107.3,新化區,43671,703.7137898639819
107.3,善化區,48536,877.5314275796109
107.3,新市區,36668,766.9589371172316
107.3,安定區,30540,976.6549408378638
107.3,山上區,7319,262.5367673434249
107.3,玉井區,14138,185.13426096885794
107.3,楠西區,9670,88.20449578406226
107.3,南化區,8758,51.06116028586787
107.3,左鎮區,4856,64.83094689763358
107.3,仁德區,75490,1487.0071543383026
107.3,歸仁區,68536,1228.4352578269372
107.3,關廟區,34390,641.110487628003
107.3,龍崎區,4016,62.6702912233503
107.3,永康區,234127,5813.165885791043
107.3,東區,186703,13916.857986224992
107.3,南區,125199,4591.409009061871
107.3,北區,132613,12709.699060762892
107.3,安南區,192401,1794.7586603185027
107.3,安平區,66615,6019.627156321444
107.3,中西區,77812,12430.03194888179
107.2,總計,1886074,860.5714106853864
107.2,新營區,78023,2024.541628393351
107.2,鹽水區,25560,489.2287374032213
107.2,白河區,28438,224.97598979783965
107.2,柳營區,21334,348.06641552284196
107.2,後壁區,23650,327.47660238524816
107.2,東山區,21026,168.3186863681557
107.2,麻豆區,44574,825.8359518586589
107.2,下營區,24176,721.0453009475351
107.2,六甲區,22276,329.7846983808335
107.2,官田區,21380,301.9974489831952
107.2,大內區,9738,138.496
107.2,佳里區,59335,1523.6684111323962
107.2,學甲區,25965,480.9054691537064
107.2,西港區,24752,733.0320494216179
107.2,七股區,22983,208.65335381464416
107.2,將軍區,19817,472.06262089205234
107.2,北門區,11178,253.46766348528243
107.2,新化區,43640,703.2142563638151
107.2,善化區,48452,876.012706631929
107.2,新市區,36639,766.3523643787021
107.2,安定區,30555,977.134633834346
107.2,山上區,7319,262.5367673434249
107.2,玉井區,14135,185.0949765734055
107.2,楠西區,9700,88.47813951451953
107.2,南化區,8767,51.113632361978034
107.2,左鎮區,4857,64.84429758686292
107.2,仁德區,75524,1487.6768886507612
107.2,歸仁區,68460,1227.0730382694076
107.2,關廟區,34428,641.8188970065975
107.2,龍崎區,4027,62.84194789751784
107.2,永康區,234038,5810.956094678376
107.2,東區,186762,13921.255851396882
107.2,南區,125312,4595.5530455000535
107.2,北區,132577,12706.248801993484
107.2,安南區,192363,1794.4041879971942
107.2,安平區,66521,6011.132898981593
107.2,中西區,77793,12426.996805111821
107.1,總計,1886251,860.6521716415796
107.1,新營區,78005,2024.0745642031625
107.1,鹽水區,25562,489.2670182120948
107.1,白河區,28496,225.43483385889436
107.1,柳營區,21334,348.06641552284196
107.1,後壁區,23703,328.2104822975703
107.1,東山區,21036,168.39873901077348
107.1,麻豆區,44579,825.9285883678187
107.1,下營區,24213,722.148819980256
107.1,六甲區,22260,329.54782662764205
107.1,官田區,21418,302.53420777933
107.1,大內區,9750,138.66666666666666
107.1,佳里區,59362,1524.361746383101
107.1,學甲區,25995,481.46110805509716
107.1,西港區,24759,733.2393548654588
107.1,七股區,22986,208.68058960028762
107.1,將軍區,19837,472.5390427731565
107.1,北門區,11186,253.64906814692873
107.1,新化區,43622,702.9242046540409
107.1,善化區,48407,875.1991061242422
107.1,新市區,36613,765.8085405441584
107.1,安定區,30541,976.6869203709626
107.1,山上區,7321,262.6085085013272
107.1,玉井區,14136,185.10807137188965
107.1,楠西區,9714,88.60583992206627
107.1,南化區,8791,51.2535578982718
107.1,左鎮區,4864,64.93775241146824
107.1,仁德區,75485,1486.9086639982352
107.1,歸仁區,68444,1226.7862552046645
107.1,關廟區,34423,641.7256852462561
107.1,龍崎區,4029,62.87315820191194
107.1,永康區,233974,5809.367031406346
107.1,東區,186813,13925.057395867498
107.1,南區,125349,4596.909942386892
107.1,北區,132602,12708.644815027794
107.1,安南區,192327,1794.0683721138491
107.1,安平區,66542,6013.030552217091
107.1,中西區,77773,12423.801916932907
106.12,總計,1886522,860.7758225971072
106.12,新營區,77966,2023.0625917910872
106.12,鹽水區,25583,489.6689667052665
106.12,白河區,28520,225.624700366917
106.12,柳營區,21365,348.5721837276422
106.12,後壁區,23718,328.4181841595482
106.12,東山區,21049,168.5028074461766
106.12,麻豆區,44603,826.3732436117863
106.12,下營區,24239,722.9242657870327
106.12,六甲區,22275,329.7698938962591
106.12,官田區,21448,302.9579647236469
106.12,大內區,9761,138.8231111111111
106.12,佳里區,59380,1524.823969883571
106.12,學甲區,26078,482.99837568227827
106.12,西港區,24758,733.209739802053
106.12,七股區,22974,208.57164645771374
106.12,將軍區,19849,472.824895901819
106.12,北門區,11188,253.6944193123403
106.12,新化區,43630,703.0531165250517
106.12,善化區,48386,874.8194258873218
106.12,新市區,36574,764.9928047923429
106.12,安定區,30564,977.4224496322354
106.12,山上區,7314,262.3574144486692
106.12,玉井區,14151,185.30449334915184
106.12,楠西區,9717,88.633204295112
106.12,南化區,8787,51.230236975556174
106.12,左鎮區,4876,65.09796068222022
106.12,仁德區,75518,1487.5587002426803
106.12,歸仁區,68424,1226.4277763737357
106.12,關廟區,34433,641.9121087669389
106.12,龍崎區,4038,63.013604571685384
106.12,永康區,233905,5807.653822566188
106.12,東區,186841,13927.144518321955
106.12,南區,125394,4598.560222384398
106.12,北區,132726,12720.529039677976
106.12,安南區,192224,1793.107565558723
106.12,安平區,66496,6008.873787986951
106.12,中西區,77770,12423.32268370607
106.11,總計,1886465,860.7498148315534
106.11,新營區,78019,2024.4378363510868
106.11,鹽水區,25588,489.7646687274502
106.11,白河區,28564,225.97278896495854
106.11,柳營區,21369,348.6374441411648
106.11,後壁區,23750,328.86128146510123
106.11,東山區,21075,168.71094431698285
106.11,麻豆區,44623,826.7437896484258
106.11,下營區,24258,723.4909377227543
106.11,六甲區,22296,330.0807880723229
106.11,官田區,21462,303.1557179643282
106.11,大內區,9773,138.99377777777778
106.11,佳里區,59386,1524.9780443837276
106.11,學甲區,26106,483.51697199024295
106.11,西港區,24739,732.6470535973418
106.11,七股區,22987,208.68966819550212
106.11,將軍區,19877,473.4918865353648
106.11,北門區,11191,253.76244606045765
106.11,新化區,43624,702.9564326217935
106.11,善化區,48322,873.6623051652784
106.11,新市區,36538,764.2398179445132
106.11,安定區,30577,977.83818356252
106.11,山上區,7310,262.2139321328646
106.11,玉井區,14172,185.5794841173189
106.11,楠西區,9714,88.60583992206627
106.11,南化區,8789,51.24189743691399
106.11,左鎮區,4878,65.12466206067889
106.11,仁德區,75512,1487.4405118345994
106.11,歸仁區,68402,1226.033449659714
106.11,關廟區,34458,642.3781675686458
106.11,龍崎區,4038,63.013604571685384
106.11,永康區,233777,5804.4756960221275
106.11,東區,186821,13925.653716568771
106.11,南區,125419,4599.477044605234
106.11,北區,132747,12722.541690626798
106.11,安南區,192219,1793.060924463814
106.11,安平區,66439,6003.723014919169
106.11,中西區,77646,12403.514376996805
106.10,總計,1886387,860.7142252576377
106.10,新營區,77952,2022.6993196431629
106.10,鹽水區,25606,490.10919600731165
106.10,白河區,28596,226.22594430898874
106.10,柳營區,21378,348.7842800715907
106.10,後壁區,23776,329.221298025863
106.10,東山區,21091,168.83902854517132
106.10,麻豆區,44647,827.1884448923934
106.10,下營區,24286,724.3260332069755
106.10,六甲區,22303,330.18441946434416
106.10,官田區,21473,303.3110955105777
106.10,大內區,9795,139.30666666666667
106.10,佳里區,59380,1524.823969883571
106.10,學甲區,26110,483.5910571770951
106.10,西港區,24778,733.80204107017
106.10,七股區,23026,209.04373340886727
106.10,將軍區,19868,473.2774966888679
106.10,北門區,11209,254.17060654916182
106.10,新化區,43678,703.8265877511163
106.10,善化區,48284,872.9752647365652
106.10,新市區,36489,763.2149191794116
106.10,安定區,30565,977.4544291653342
106.10,山上區,7319,262.5367673434249
106.10,玉井區,14165,185.48782052792987
106.10,楠西區,9704,88.51462534524717
106.10,南化區,8792,51.25938812895071
106.10,左鎮區,4883,65.19141550682554
106.10,仁德區,75477,1486.7510794541272
106.10,歸仁區,68387,1225.7645905365173
106.10,關廟區,34450,642.2290287520996
106.10,龍崎區,4043,63.09163033267063
106.10,永康區,233748,5803.755651726989
106.10,東區,186908,13932.138704195117
106.10,南區,125488,4602.007473934744
106.10,北區,132687,12716.791259344453
106.10,安南區,192152,1792.435933792033
106.10,安平區,66353,5995.951673097603
106.10,中西區,77541,12386.741214057509
106.9,總計,1886088,860.5777985576276
106.9,新營區,77976,2023.3220718967475
106.9,鹽水區,25593,489.86037074963394
106.9,白河區,28605,226.29714424949725
106.9,柳營區,21381,348.83322538173263
106.9,後壁區,23811,329.7059357038116
106.9,東山區,21103,168.93509171631266
106.9,麻豆區,44645,827.1513902887294
106.9,下營區,24304,724.8628803039747
106.9,六甲區,22324,330.49531364040797
106.9,官田區,21477,303.3675964364866
106.9,大內區,9815,139.5911111111111
106.9,佳里區,59437,1526.2876776350593
106.9,學甲區,26112,483.62809977052115
106.9,西港區,24763,733.3578151190823
106.9,七股區,23046,209.22530531315707
106.9,將軍區,19867,473.25367559481276
106.9,北門區,11199,253.94385072210395
106.9,新化區,43686,703.9554996221271
106.9,善化區,48239,872.1616642288785
106.9,新市區,36448,762.3573508249389
106.9,安定區,30581,977.9661016949153
106.9,山上區,7325,262.7519908171318
106.9,玉井區,14159,185.40925173702502
106.9,楠西區,9729,88.74266178729489
106.9,南化區,8781,51.195255591482734
106.9,左鎮區,4894,65.33827308834819
106.9,仁德區,75410,1485.4313088972235
106.9,歸仁區,68340,1224.9221652838346
106.9,關廟區,34438,642.0053205272802
106.9,龍崎區,4048,63.16965609365588
106.9,永康區,233555,5798.963632797272
106.9,東區,186959,13935.940248665733
106.9,南區,125596,4605.968145928759
106.9,北區,132702,12718.228867165039
106.9,安南區,192024,1791.2419217623617
106.9,安平區,66319,5992.879282144891
106.9,中西區,77397,12363.73801916933
106.8,總計,1886145,860.6038063231814
106.8,新營區,77985,2023.5556039918417
106.8,鹽水區,25613,490.24317883836886
106.8,白河區,28642,226.58985511603217
106.8,柳營區,21385,348.8984857952552
106.8,後壁區,23819,329.81671003019983
106.8,東山區,21117,169.04716541597756
106.8,麻豆區,44675,827.7072093436888
106.8,下營區,24339,725.9067496592512
106.8,六甲區,22354,330.93944817764196
106.8,官田區,21505,303.7631029178491
106.8,大內區,9836,139.88977777777777
106.8,佳里區,59474,1527.2378037193585
106.8,學甲區,26153,484.38747293575517
106.8,西港區,24773,733.6539657531407
106.8,七股區,23048,209.24346250358604
106.8,將軍區,19879,473.53952872347526
106.8,北門區,11208,254.14793096645602
106.8,新化區,43711,704.3583492190359
106.8,善化區,48147,870.4983031909412
106.8,新市區,36411,761.5834476757806
106.8,安定區,30553,977.0706747681484
106.8,山上區,7323,262.6802496592295
106.8,玉井區,14169,185.54019972186646
106.8,楠西區,9745,88.88860511020545
106.8,南化區,8790,51.2477276675929
106.8,左鎮區,4892,65.31157170988952
106.8,仁德區,75344,1484.131236408333
106.8,歸仁區,68385,1225.7287426534244
106.8,關廟區,34429,641.8375393586658
106.8,龍崎區,4054,63.263287006838176
106.8,永康區,233387,5794.792341708193
106.8,東區,187091,13945.77954023674
106.8,南區,125644,4607.728444592766
106.8,北區,132733,12721.199923327584
106.8,安南區,191960,1790.6449157475263
106.8,安平區,66252,5986.824864679252
106.8,中西區,77320,12351.437699680511
106.7,總計,1886267,860.6594720669982
106.7,新營區,78097,2026.461781175237
106.7,鹽水區,25661,491.1619182513327
106.7,白河區,28653,226.67687726554254
106.7,柳營區,21412,349.33899358653287
106.7,後壁區,23874,330.578283524119
106.7,東山區,21131,169.15923911564244
106.7,麻豆區,44718,828.5038833224639
106.7,下營區,24373,726.9207941758056
106.7,六甲區,22369,331.161515446259
106.7,官田區,21482,303.43822259387275
106.7,大內區,9869,140.3591111111111
106.7,佳里區,59510,1528.1622507202983
106.7,學甲區,26170,484.7023349798766
106.7,西港區,24786,734.0389615774168
106.7,七股區,23033,209.10728357536868
106.7,將軍區,19910,474.2779826391867
106.7,北門區,11220,254.42003795892546
106.7,新化區,43710,704.3422352351595
106.7,善化區,48044,868.6360620289028
106.7,新市區,36363,760.5794652120076
106.7,安定區,30529,976.3031659737768
106.7,山上區,7329,262.8954731329364
106.7,玉井區,14178,185.65805290822377
106.7,楠西區,9785,89.25346341748181
106.7,南化區,8779,51.183595130124914
106.7,左鎮區,4906,65.49848135910015
106.7,仁德區,75224,1481.7674682467145
106.7,歸仁區,68412,1226.2126890751783
106.7,關廟區,34434,641.9307511190071
106.7,龍崎區,4061,63.37252307221752
106.7,永康區,233248,5791.341094914253
106.7,東區,187262,13958.525895226454
106.7,南區,125646,4607.801790370433
106.7,北區,132761,12723.883457926013
106.7,安南區,191821,1789.3482933090552
106.7,安平區,66107,5973.722020910332
106.7,中西區,77400,12364.217252396167
106.6,總計,1886502,860.7666970653339
106.6,新營區,78153,2027.9148697669348
106.6,鹽水區,25699,491.889253619929
106.6,白河區,28713,227.1515435355992
106.6,柳營區,21420,349.46951441357805
106.6,後壁區,23901,330.9521468756793
106.6,東山區,21176,169.51947600742247
106.6,麻豆區,44732,828.7632655481117
106.6,下營區,24385,727.2786922404717
106.6,六甲區,22356,330.96905714679093
106.6,官田區,21482,303.43822259387275
106.6,大內區,9882,140.544
106.6,佳里區,59510,1528.1622507202983
106.6,學甲區,26225,485.721006299093
106.6,西港區,24803,734.5424176553163
106.6,七股區,23058,209.33424845573097
106.6,將軍區,19947,475.15936311922934
106.6,北門區,11228,254.60144262057176
106.6,新化區,43694,704.0844114931378
106.6,善化區,47926,866.5026206976353
106.6,新市區,36387,761.081456443894
106.6,安定區,30507,975.5996162456029
106.6,山上區,7336,263.1465671855944
106.6,玉井區,14194,185.86756968397012
106.6,楠西區,9806,89.4450140288019
106.6,南化區,8773,51.148613746051474
106.6,左鎮區,4925,65.75214445445746
106.6,仁德區,75167,1480.6446783699455
106.6,歸仁區,68406,1226.1051454258998
106.6,關廟區,34455,642.322240512441
106.6,龍崎區,4077,63.62220550737031
106.6,永康區,233112,5787.964335461188
106.6,東區,187444,13972.092191180418
106.6,南區,125731,4610.918985921277
106.6,北區,132837,12731.167337550318
106.6,安南區,191694,1788.1636094983658
106.6,安平區,66003,5964.324119172623
106.6,中西區,77358,12357.507987220448
106.5,總計,1886473,860.7534650442627
106.5,新營區,78157,2028.0186618091989
106.5,鹽水區,25727,492.4251849441579
106.5,白河區,28710,227.12781022209634
106.5,柳營區,21402,349.1758425527263
106.5,後壁區,23922,331.24292948244846
106.5,東山區,21196,169.67958129265804
106.5,麻豆區,44762,829.319084603071
106.5,下營區,24408,727.964663531082
106.5,六甲區,22369,331.161515446259
106.5,官田區,21484,303.4664730568272
106.5,大內區,9891,140.672
106.5,佳里區,59496,1527.802743553266
106.5,學甲區,26243,486.0543896399275
106.5,西港區,24819,735.0162586698099
106.5,七股區,23081,209.54305614566425
106.5,將軍區,19958,475.42139515383667
106.5,北門區,11234,254.73749611680648
106.5,新化區,43690,704.0199555576326
106.5,善化區,47896,865.9602203591775
106.5,新市區,36345,760.2029717880927
106.5,安定區,30478,974.6722097857371
106.5,山上區,7343,263.3976612382524
106.5,玉井區,14207,186.037802064264
106.5,楠西區,9813,89.50886423257528
106.5,南化區,8799,51.30019974370306
106.5,左鎮區,4932,65.84559927906278
106.5,仁德區,75097,1479.2658136090013
106.5,歸仁區,68384,1225.7108187118781
106.5,關廟區,34479,642.7696569620796
106.5,龍崎區,4077,63.62220550737031
106.5,永康區,232937,5783.619240576731
106.5,東區,187633,13986.180267747995
106.5,南區,125725,4610.698948588277
106.5,北區,132810,12728.579643473262
106.5,安南區,191688,1788.1076401844748
106.5,安平區,66007,5964.685576931765
106.5,中西區,77274,12344.08945686901
106.4,總計,1886636,860.8278381282147
106.4,新營區,78188,2028.823050136746
106.4,鹽水區,25755,492.9611162683868
106.4,白河區,28709,227.1198991175954
106.4,柳營區,21397,349.09426703582307
106.4,後壁區,23955,331.6998735788
106.4,東山區,21210,169.79165499232295
106.4,麻豆區,44786,829.7637398470386
106.4,下營區,24411,728.0541380472486
106.4,六甲區,22393,331.5168230760462
106.4,官田區,21490,303.5512244456906
106.4,大內區,9912,140.97066666666666
106.4,佳里區,59499,1527.8797808033444
106.4,學甲區,26259,486.3507303873359
106.4,西港區,24827,735.2531791770567
106.4,七股區,23126,209.95159293031634
106.4,將軍區,19961,475.4928584360023
106.4,北門區,11249,255.07762985739328
106.4,新化區,43698,704.1488674286433
106.4,善化區,47853,865.1827798740546
106.4,新市區,36333,759.9519761721494
106.4,安定區,30462,974.1605372561561
106.4,山上區,7335,263.1106966066432
106.4,玉井區,14233,186.3782668248518
106.4,楠西區,9825,89.61832172475819
106.4,南化區,8811,51.37016251184994
106.4,左鎮區,4929,65.80554721137479
106.4,仁德區,74999,1477.3354029436794
106.4,歸仁區,68336,1224.850469517649
106.4,關廟區,34527,643.6644898613569
106.4,龍崎區,4082,63.70023126835556
106.4,永康區,232795,5780.093506441914
106.4,東區,187885,14004.964369838099
106.4,南區,125759,4611.9458268086155
106.4,北區,132899,12737.109449875408
106.4,安南區,191603,1787.3147415710214
106.4,安平區,65929,5957.637150628485
106.4,中西區,77216,12334.82428115016
106.3,總計,1886368,860.7055560024531
106.3,新營區,78185,2028.7452061050478
106.3,鹽水區,25777,493.3822051659952
106.3,白河區,28717,227.18318795360295
106.3,柳營區,21404,349.2084727594876
106.3,後壁區,23980,332.04604334876325
106.3,東山區,21228,169.93574974903495
106.3,麻豆區,44794,829.9119582616944
106.3,下營區,24426,728.5015106280813
106.3,六甲區,22375,331.2503423537058
106.3,官田區,21505,303.7631029178491
106.3,大內區,9937,141.3262222222222
106.3,佳里區,59477,1527.3148409694368
106.3,學甲區,26266,486.48037946432703
106.3,西港區,24873,736.6154720937258
106.3,七股區,23179,210.43275847668437
106.3,將軍區,19972,475.75489047060955
106.3,北門區,11277,255.7125461731553
106.3,新化區,43692,704.0521835253852
106.3,善化區,47836,864.8754196822618
106.3,新市區,36291,759.0734915163481
106.3,安定區,30446,973.648864726575
106.3,山上區,7343,263.3976612382524
106.3,玉井區,14217,186.16875004910548
106.3,楠西區,9836,89.71865775925919
106.3,南化區,8819,51.4168043572812
106.3,左鎮區,4940,65.95240479289743
106.3,仁德區,74951,1476.389895679032
106.3,歸仁區,68274,1223.7391851417694
106.3,關廟區,34530,643.7204169175617
106.3,龍崎區,4087,63.77825702934081
106.3,永康區,232685,5777.362303943111
106.3,東區,187838,14001.46098571812
106.3,南區,125781,4612.752630362951
106.3,北區,132842,12731.646540157179
106.3,安南區,191478,1786.1487141982955
106.3,安平區,65957,5960.167354942483
106.3,中西區,77153,12324.760383386581
106.2,總計,1886160,860.6106504720113
106.2,新營區,78195,2029.004686210708
106.2,鹽水區,25803,493.87985568135053
106.2,白河區,28747,227.42052108863126
106.2,柳營區,21441,349.8121315845718
106.2,後壁區,24001,332.3368259555324
106.2,東山區,21254,170.1438866198412
106.2,麻豆區,44788,829.8007944507025
106.2,下營區,24448,729.1576570799693
106.2,六甲區,22411,331.7833037983866
106.2,官田區,21514,303.8902300011442
106.2,大內區,9948,141.48266666666666
106.2,佳里區,59484,1527.4945945529528
106.2,學甲區,26276,486.6655924314573
106.2,西港區,24857,736.1416310792322
106.2,七股區,23189,210.52354442882927
106.2,將軍區,20000,476.4218811041554
106.2,北門區,11304,256.32478690621156
106.2,新化區,43676,703.7943597833637
106.2,善化區,47759,863.4832588135536
106.2,新市區,36285,758.9479937083765
106.2,安定區,30422,972.8813559322034
106.2,山上區,7346,263.5052729751058
106.2,玉井區,14240,186.46993041424085
106.2,楠西區,9868,90.01054440508028
106.2,南化區,8823,51.44012527999683
106.2,左鎮區,4949,66.07256099596141
106.2,仁德區,74793,1473.2776009329007
106.2,歸仁區,68231,1222.9684556552725
106.2,關廟區,34546,644.018694550654
106.2,龍崎區,4091,63.840677638129
106.2,永康區,232540,5773.762082467418
106.2,東區,187874,14004.14442887385
106.2,南區,125826,4614.402910360458
106.2,北區,132948,12741.805635422657
106.2,安南區,191363,1785.075969015388
106.2,安平區,65873,5952.576742000488
106.2,中西區,77047,12307.82747603834
106.1,總計,1886075,860.5718669619749
106.1,新營區,78165,2028.2262458937273
106.1,鹽水區,25827,494.33922538783247
106.1,白河區,28778,227.66576532816052
106.1,柳營區,21460,350.12211854880417
106.1,後壁區,24030,332.7383828886898
106.1,東山區,21291,170.44008139752702
106.1,麻豆區,44782,829.6896306397107
106.1,下營區,24481,730.1418767578015
106.1,六甲區,22422,331.94615312870576
106.1,官田區,21519,303.9608561585303
106.1,大內區,9950,141.51111111111112
106.1,佳里區,59469,1527.1094083025612
106.1,學甲區,26340,487.85095542109093
106.1,西港區,24851,735.9639406987972
106.1,七股區,23166,210.314736738896
106.1,將軍區,20042,477.4223670544741
106.1,北門區,11305,256.3474624889173
106.1,新化區,43706,704.2777792996541
106.1,善化區,47687,862.1814980012548
106.1,新市區,36269,758.6133328871189
106.1,安定區,30427,973.0412535976975
106.1,山上區,7354,263.792237606715
106.1,玉井區,14271,186.87586916724936
106.1,楠西區,9885,90.16560918567274
106.1,南化區,8825,51.45178574135464
106.1,左鎮區,4975,66.41967891592404
106.1,仁德區,74692,1471.2880960635382
106.1,歸仁區,68181,1222.0722585779504
106.1,關廟區,34584,644.7271039292485
106.1,龍崎區,4101,63.9967291600995
106.1,永康區,232385,5769.913569855469
106.1,東區,187924,14007.871433256805
106.1,南區,125830,4614.549601915792
106.1,北區,132963,12743.243243243243
106.1,安南區,191287,1784.3670243727706
106.1,安平區,65846,5950.136902126275
106.1,中西區,77005,12301.11821086262
105.12,總計,1886033,860.5527033452511
105.12,新營區,78101,2026.5655732175012
105.12,鹽水區,25871,495.18140318304927
105.12,白河區,28819,227.99012061269923
105.12,柳營區,21520,351.1010247516433
105.12,後壁區,24066,333.2368673574369
105.12,東山區,21320,170.6722340611186
105.12,麻豆區,44812,830.24544969467
105.12,下營區,24508,730.9471474033004
105.12,六甲區,22406,331.70928137551425
105.12,官田區,21535,304.186859862166
105.12,大內區,9962,141.68177777777777
105.12,佳里區,59458,1526.8269383856075
105.12,學甲區,26377,488.5362433994729
105.12,西港區,24870,736.5266269035083
105.12,七股區,23172,210.36920831018293
105.12,將軍區,20051,477.63675690097097
105.12,北門區,11333,256.98237880467934
105.12,新化區,43727,704.6161729610574
105.12,善化區,47660,861.6933376966427
105.12,新市區,36268,758.5924165857903
105.12,安定區,30447,973.6808442596738
105.12,山上區,7359,263.9715905014707
105.12,玉井區,14281,187.00681715209083
105.12,楠西區,9898,90.28418813553756
105.12,南化區,8838,51.52757874018043
105.12,左鎮區,4980,66.48643236207069
105.12,仁德區,74637,1470.2047023227963
105.12,歸仁區,68170,1221.8750952209396
105.12,關廟區,34601,645.0440239144092
105.12,龍崎區,4107,64.09036007328179
105.12,永康區,232210,5765.568474971012
105.12,東區,187834,14001.162825367483
105.12,南區,125768,4612.275882808116
105.12,北區,133091,12755.510829978915
105.12,安南區,191196,1783.5181564454263
105.12,安平區,65813,5947.154875613349
105.12,中西區,76967,12295.047923322683
105.11,總計,1885653,860.3793182415593
105.11,新營區,78109,2026.7731573020296
105.11,鹽水區,25895,495.64077288953115
105.11,白河區,28856,228.28283147923415
105.11,柳營區,21539,351.4110117158757
105.11,後壁區,24101,333.72150503538546
105.11,東山區,21354,170.94441304601906
105.11,麻豆區,44804,830.0972312800142
105.11,下營區,24541,731.9313670811325
105.11,六甲區,22436,332.1534159127483
105.11,官田區,21525,304.0456075473937
105.11,大內區,9974,141.85244444444444
105.11,佳里區,59452,1526.6728638854509
105.11,學甲區,26411,489.16596748771576
105.11,西港區,24874,736.6450871571317
105.11,七股區,23172,210.36920831018293
105.11,將軍區,20077,478.2561053464064
