Week,Town,Mean(R),Quantile.0.025(R),Quantile.0.975(R)
2013-10-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-11-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-11-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-11-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-11-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-12-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-12-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-12-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-12-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2013-12-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-01-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-01-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-01-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-01-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-02-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-02-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-02-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-02-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-03-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-03-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-03-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-03-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-03-31,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-04-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-04-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-04-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-04-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-05-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-05-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-05-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-05-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-06-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-06-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-06-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-06-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-06-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-07-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-07-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-07-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-07-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-08-04,佳里區,0.2957142752754741,0.007537958603757771,1.093635666909744
2014-08-11,佳里區,0.7217547532155845,0.01878223028808636,2.6539484478839954
2014-08-18,佳里區,0.0073989292780107805,2.6064104562763075e-161,0.034877042074514863
2014-08-25,佳里區,0.006717132012526337,2.3662346882634244e-161,0.031663188958597106
2014-09-01,佳里區,0.009073772955156042,3.196405293193211e-161,0.042771913237783385
2014-09-08,佳里區,0.009943288425145264,3.5027082902510796e-161,0.04687063164578105
2014-09-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-09-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-09-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-10-06,佳里區,0.4385705921848918,0.01130691646686723,1.616881506491755
2014-10-13,佳里區,0.5787452866869864,0.015013272424976897,2.1299806922637115
2014-10-20,佳里區,0.9517227466655103,0.09518624446741433,2.8424683470865886
2014-10-27,佳里區,0.3577488394739894,0.026079634891383586,1.161078139198472
2014-11-03,佳里區,0.004652052832580774,1.6387721372095914e-161,0.021928827304375446
2014-11-10,佳里區,0.4114983631371289,0.010689905141944308,1.5138493588425186
2014-11-17,佳里區,0.38510419186142003,0.009927978613905403,1.4197866431657604
2014-11-24,佳里區,0.0066689167690313295,2.3492499719517313e-161,0.031435912144233434
2014-12-01,佳里區,0.00734465183852357,2.5872902186711434e-161,0.03462118930588273
2014-12-08,佳里區,0.00950997587746309,3.3500658858330473e-161,0.044828084759728166
2014-12-15,佳里區,0.009982627218387113,3.516566111861508e-161,0.04705606668583937
2014-12-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2014-12-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-01-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-01-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-01-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-01-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-02-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-02-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-02-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-02-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-03-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-03-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-03-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-03-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-03-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-04-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-04-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-04-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-04-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-05-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-05-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-05-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-05-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-06-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-06-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-06-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-06-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-06-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-07-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-07-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-07-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-07-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2015-08-03,佳里區,0.581413223996922,0.015075516852793874,2.1400770786776415
2015-08-10,佳里區,0.4356711437247153,0.011244672039050255,1.6056938237801746
2015-08-17,佳里區,0.35880486303570336,0.026225024919179305,1.1643708049748416
2015-08-24,佳里區,3.613939943630281,1.2345400181479391,7.311272515118832
2015-08-31,佳里區,3.655760177360739,1.5423990890213997,6.674269888741917
2015-09-07,佳里區,1.9523287478639761,0.9721038765320126,3.274768549307932
2015-09-14,佳里區,0.9128327508988378,0.41021006828179835,1.6200862507463987
2015-09-21,佳里區,0.925851851638928,0.43372575975075744,1.604194213917545
2015-09-28,佳里區,0.952793537637759,0.45069488320881296,1.6466070590454647
2015-10-05,佳里區,0.42892937770729106,0.1309862504322842,0.9013524208256697
2015-10-12,佳里區,0.3361465902713467,0.0770531669361778,0.7959676532204175
2015-10-19,佳里區,0.5245088076734197,0.11947714106996125,1.2352458753452067
2015-10-26,佳里區,0.6864471547908872,0.1457389185872337,1.645607278419618
2015-11-02,佳里區,0.38725035588483847,0.04241480649741452,1.1652356822750034
2015-11-09,佳里區,0.18552606104800318,0.004825223247434561,0.6823022608927325
2015-11-16,佳里區,0.0037502747555396127,1.3211040367418525e-161,0.01767802955336688
2015-11-23,佳里區,1.0691690592477348,0.11672890278286266,3.101023299148295
2015-11-30,佳里區,0.23081156170646538,0.005903000423100812,0.8528318266550655
2015-12-07,佳里區,0.0047134203299052735,1.6603899795611115e-161,0.022218101158168746
2015-12-14,佳里區,0.006827651673952872,2.4051672946369352e-161,0.03218415607921685
2015-12-21,佳里區,0.009525030169010592,3.3553690400364338e-161,0.04489904761664649
2015-12-28,佳里區,0.009990624139929755,3.5193831762154965e-161,0.04709376254136515
2016-01-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-01-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-01-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-01-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-02-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-02-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-02-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-02-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-02-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-03-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-03-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-03-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-03-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-04-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-04-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-04-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-04-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-05-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-05-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-05-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-05-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-05-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-06-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-06-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-06-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-06-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-07-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-07-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-07-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-07-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-08-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-08-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-08-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-08-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-08-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-09-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-09-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-09-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-09-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-10-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-10-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-10-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-10-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-10-31,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-11-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-11-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-11-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-11-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-12-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-12-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-12-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2016-12-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-01-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-01-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-01-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-01-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-01-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-02-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-02-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-02-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-02-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-03-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-03-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-03-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-03-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-04-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-04-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-04-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-04-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-05-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-05-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-05-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-05-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-05-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-06-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-06-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-06-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-06-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-07-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-07-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-07-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-07-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-07-31,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-08-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-08-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-08-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-08-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-09-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-09-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-09-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-09-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-10-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-10-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-10-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-10-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-10-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-11-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-11-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-11-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-11-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-12-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-12-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-12-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2017-12-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-01-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-01-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-01-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-01-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-01-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-02-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-02-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-02-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-02-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-03-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-03-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-03-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-03-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-04-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-04-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-04-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-04-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-04-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-05-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-05-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-05-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-05-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-06-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-06-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-06-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-06-25,佳里區,1.0076009478549641,0.026320188891844128,3.70106799731136
2018-07-02,佳里區,0.008316998617331803,2.9298174568952298e-161,0.03920463350993806
2018-07-09,佳里區,0.006382755538800791,2.2484443560810125e-161,0.030087006526699444
2018-07-16,佳里區,0.008452615011277968,2.977590854091264e-161,0.03984390150398571
2018-07-23,佳里區,0.009849780909595712,3.4697685286840797e-161,0.04642985630767944
2018-07-30,佳里區,0.009999053229926474,3.52235247994565e-161,0.047133495550753295
2018-08-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-08-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-08-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-08-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-09-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-09-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-09-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-09-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-10-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-10-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-10-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-10-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-10-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-11-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-11-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-11-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-11-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-12-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-12-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-12-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-12-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2018-12-31,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-01-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-01-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-01-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-01-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-02-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-02-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-02-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-02-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-03-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-03-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-03-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-03-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-04-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-04-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-04-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-04-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-04-29,佳里區,1.0076009478549641,0.026320188891844128,3.70106799731136
2019-05-06,佳里區,0.008316998617331803,2.9298174568952298e-161,0.03920463350993806
2019-05-13,佳里區,0.006382755538800791,2.2484443560810125e-161,0.030087006526699444
2019-05-20,佳里區,0.008452615011277968,2.977590854091264e-161,0.03984390150398571
2019-05-27,佳里區,0.009849780909595712,3.4697685286840797e-161,0.04642985630767944
2019-06-03,佳里區,0.009999053229926474,3.52235247994565e-161,0.047133495550753295
2019-06-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-06-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-06-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-07-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-07-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-07-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-07-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-07-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-08-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-08-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-08-19,佳里區,0.7241570812208777,0.018841537084522204,2.6629098371249653
2019-08-26,佳里區,0.292612780881124,0.007478651807321927,1.0813785500503617
2019-09-02,佳里區,0.006467201999777972,2.278192192641714e-161,0.030485069903423173
2019-09-09,佳里區,0.007714187650902072,2.7174660818483134e-161,0.03636310568217092
2019-09-16,佳里區,0.009659335102549006,3.4026804509110255e-161,0.045532133654075616
2019-09-23,佳里區,0.009991564306666154,3.519714367435241e-161,0.047098194295419046
2019-09-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-10-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-10-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-10-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-10-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-11-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-11-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-11-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-11-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-12-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-12-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-12-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-12-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2019-12-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-01-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-01-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-01-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-01-27,佳里區,0.581413223996922,0.015075516852793874,2.1400770786776415
2020-02-03,佳里區,0.4356711437247154,0.011244672039050255,1.6056938237801746
2020-02-10,佳里區,0.006680528505885785,2.353340422233899e-161,0.03149064750114983
2020-02-17,佳里區,0.00734465183852357,2.5872902186711438e-161,0.03462118930588273
2020-02-24,佳里區,0.009509975877463092,3.3500658858330473e-161,0.04482808475972817
2020-03-02,佳里區,0.009982627218387113,3.5165661118615084e-161,0.04705606668583938
2020-03-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-03-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-03-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-03-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-04-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-04-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-04-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-04-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-05-04,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-05-11,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-05-18,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-05-25,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-06-01,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-06-08,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-06-15,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-06-22,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-06-29,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-07-06,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-07-13,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-07-20,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-07-27,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-08-03,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-08-10,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-08-17,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-08-24,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-08-31,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-09-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-09-14,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-09-21,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-09-28,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-10-05,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-10-12,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-10-19,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-10-26,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-11-02,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-11-09,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-11-16,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-11-23,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-11-30,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
2020-12-07,佳里區,0.01,3.5226859973137185e-161,0.047137958431590306
