﻿行政區域代碼,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
67000010,興業里,1029,(六),0830,興業里,23.3014,120.3153,1,1,0,5,0
67000280,南興里,1029,(六),0830,南興里,22.9685,120.281,1,1,0,6,0
67000200,新市里,1214,(三),0830,新市里,23.081,120.296,1,2,0,12,0
67000190,文昌里,1214,(三),0830,文昌里,23.127,120.293,0,0,0,2,0
