﻿行政區域代碼,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
67000320,大學里,0708,(一),0830,大學里,22.9961,120.2222,0,0,0,4,0
67000320,崇德里,0709,(二),0830,崇德里,22.9749,120.2264,4,5,4,20,0
67000370,郡王里,0710,(三),0830,郡王里,22.9856,120.2074,8,5,4,19,0
67000370,開山里、永華里,0710,(三),1330,開山里,22.9885,120.2097,8,4,4,21,0
67000330,大恩里,0711,(四),0830,大恩里,22.9563,120.2082,3,2,2,18,0
67000350,理想里,0711,(四),1330,理想里,23.0355,120.1917,2,2,2,12,0
67000270,成功里,0711,(四),1330,成功里,22.9351,120.2192,0,1,1,10,0
67000370,開山里、城隍里,0712,(五),0830,開山里,22.9885,120.2097,8,4,4,32,0
67000370,城隍里,0712,(五),1330,城隍里,22.9929,120.2086,8,4,4,42,0
67000260,榮和里,0713,(六),1700,榮和里,23.0691,120.3948,0,0,0,4,0
67000260,榮和里,0714,(日),0830,榮和里,23.0691,120.3948,1,1,0,4,0
67000260,榮和里,0716,(二),0830,榮和里,23.0691,120.3948,0,0,0,3,0
67000140,西港里,0717,(三),0830,西港里,23.1223,120.2053,1,2,2,12,0
67000140,竹林里,0717,(三),0830,竹林里,23.1231,120.1882,1,2,1,3,0
67000180,知義里,0717,(三),0830,知義里,23.0208,120.3339,1,2,2,7,0
67000310,中華里,0717,(三),0830,中華里,22.9999,120.2373,1,2,1,4,0
67000320,崇德里,0719,(五),0830,崇德里,22.9749,120.2264,1,1,1,7,0
67000140,慶安里,0719,(五),0830,慶安里,23.1363,120.1941,0,0,0,1,0
67000190,小新里,0720,(六),0830,小新里,23.1217,120.3147,0,0,0,2,0
67000320,忠孝里,0721,(日),0830,忠孝里,22.9758,120.2188,4,4,4,25,0
67000320,忠孝里,0721,(日),1330,忠孝里,22.9758,120.2188,2,4,4,14,0
67000320,崇德里,0721,(日),1330,崇德里,22.9749,120.2264,1,2,2,6,0
67000320,崇明里,0723,(二),0830,崇明里,22.9691,120.2202,4,4,4,34,0
67000320,和平里,0723,(二),1330,和平里,22.975,120.2338,2,2,2,8,0
67000330,鹽埕里,0724,(三),0830,鹽埕里,22.9666,120.1887,6,4,4,38,0
67000330,興農里,0724,(三),1330,興農里,22.9288,120.1914,3,3,3,15,0
67000010,三仙里,0727,(六),0830,三仙里,23.3121,120.3111,1,2,2,7,0
67000010,興東里,0727,(六),0830,興東里,23.3121,120.3111,0,0,0,1,0
67000350,塭南里,0731,(三),0830,塭南里,23.0711,120.2233,2,3,3,12,0
67000070,油車里,0807,(三),0830,油車里,23.19,120.2412,1,1,1,8,0
67000070,井冬里,0807,(三),0830,井冬里,23.1682,120.2506,0,0,0,2,0
67000320,大同里,0810,(六),0830,大同里,22.9837,120.2128,5,5,5,35,0
67000280,南興里,0810,(六),1330,南興里,22.9692,120.2774,0,0,0,12,0
67000280,許厝里,0810,(六),1330,許厝里,22.9659,120.2993,0,0,0,6,0
67000320,泉南里,0816,(五),0830,泉南里,22.9849,120.2153,10,5,5,34,0
67000320,泉南里,0816,(五),1330,泉南里,22.9849,120.2153,6,4,4,34,0
67000340,北華里,0816,(五),1330,北華里,23,120.205,2,2,2,15,0
67000340,雙安里,0831,(六),1330,雙安里,23.0046,120.1968,4,2,2,35,0
67000370,小西門里,0901,(日),0830,小西門里,22.9858,120.1989,5,3,3,16,0
67000350,安慶里,0906,(五),0830,安慶里,23.039,120.2102,2,2,2,16,0
67000260,光和里,0906,(五),1330,光和里,23.0642,120.3775,1,1,1,3,0
67000320,崇成里,0909,(一),0830,崇成里,22.9711,120.228,3,2,2,18,0
67000370,城隍里,0909,(一),1330,城隍里,22.9929,120.2086,0,0,0,8,0
67000350,鳳凰里,0915,(日),0830,鳳凰里,23.043,120.1973,4,4,4,20,0
67000320,成大里,0920,(五),0830,成大里,22.9969,120.2151,4,2,2,25,0
67000370,城隍里,0920,(五),1330,城隍里,22.9929,120.2086,4,2,2,18,0
67000320,成大里,0924,(二),1330,成大里,22.9969,120.2151,0,0,0,4,0
67000320,大學里,0925,(三),0830,大學里,22.9961,120.2222,0,0,0,10,0
67000320,大學里,0928,(六),1700,大學里,22.9961,120.2222,0,0,0,5,0
67000340,中樓里,0929,(日),0830,中樓里,23.0035,120.2163,0,0,0,6,0
67000340,東興里,0929,(日),1330,東興里,23.0007,120.2276,0,0,0,10,0
67000320,大學里,0929,(日),1330,大學里,22.9961,120.2222,2,0,0,8,0
67000320,大學里,0929,(日),1700,大學里,22.9961,120.2222,0,0,0,7,0
67000320,大學里,0930,(一),0830,大學里,22.9961,120.2222,0,0,0,4,0
67000320,成大里,0930,(一),0830,成大里,22.9969,120.2151,0,0,0,8,0
67000320,後甲里,0930,(一),1330,後甲里,22.9913,120.2413,4,4,4,27,0
67000320,成大里,1001,(二),0830,成大里,22.9969,120.2151,6,3,3,42,0
67000310,六合里,1001,(二),1330,六合里,23.0109,120.2304,2,3,3,12,0
67000310,勝利里,1001,(二),1330,勝利里,23.0044,120.2319,1,1,1,4,0
67000320,大學里,1003,(四),0830,大學里,22.9961,120.2222,0,0,0,10,0
67000320,大學里,1003,(四),1330,大學里,22.9961,120.2222,0,0,0,10,0
67000270,仁愛里,1009,(三),1330,仁愛里,22.9521,120.219,1,1,1,6,0
67000320,東明里,1009,(三),1330,東明里,22.9919,120.2268,6,5,5,29,0
67000310,崑山里,1009,(三),1330,崑山里,23.0012,120.2561,1,1,1,3,0
67000270,保安里,1012,(六),0830,保安里,22.9217,120.24,1,1,1,4,0
67000200,新和里,1018,(五),0830,新和里,23.073,120.2911,1,1,1,5,0
67000310,蔦松里,1110,(日),0830,蔦松里,23.0457,120.2565,0,0,0,9,0
67000180,武安里,1116,(六),1330,武安里,23.0322,120.3058,1,1,1,7,0
67000180,武安里,1118,(一),1330,武安里,23.0322,120.3058,2,2,2,6,0
67000310,塩興里,1127,(三),0830,塩興里,23.0451,120.2418,4,4,4,9,0
