﻿行政區域代碼,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
67000080,賀建里,0109,(四),0830,賀建里,23.2513,120.2889,1,1,1,3,0
67000210,港口里,0109,(四),0830,港口里,23.0946,120.2309,1,1,1,4,0
67000020,岸內里,0119,(日),1330,岸內里,23.3307,120.2661,2,2,1,14,0
67000320,龍山里,0202,(日),0830,龍山里,22.9839,120.2211,2,2,2,6,0
67000310,王行里,0313,(五),0800,王行里,23.044,120.2764,0,0,0,10,0
67000310,王行里,0313,(五),1000,王行里,23.044,120.2764,0,0,0,10,0
67000120,海澄里,0729,(三),0830,海澄里,23.1784,120.165,1,1,1,4,0

