﻿行政區域代碼,里別,日期,經度,緯度
67000190,文昌里,1118,120.2945362,23.1137915
67000180,武安里,1118,120.3067915,23.0327285
67000180,豐榮里,1118,120.3017453,23.0277534
67000370,赤嵌里,1119,120.2072739,22.9972549
67000360,華平里,1119,120.1740847,22.9948005
67000340,大光里,1119,120.2121306,23.0106091
67000340,文元里,1119,120.1978952,23.0146579
67000320,復興里,1119,120.2440609,22.9969297
67000320,自強里,1119,120.2332423,22.9824198
67000320,和平里,1119,120.2354061,22.9745842
67000330,廣州里,1119,120.1928448,22.9841637
67000330,廣州里,1119,120.1928448,22.9841637
67000330,新昌里,1119,120.1957308,22.9835601
67000010,三仙里,1120,120.3111166,23.3121679
67000010,永平里,1120,120.3089541,23.3119567
67000370,赤嵌里,1120,120.2072739,22.9972549
67000370,南美里,1120,120.1964522,22.9948212
67000360,天妃里,1120,120.1671861,23.0007598
67000310,尚頂里,1120,120.225308,23.0263645
67000310,南灣里,1120,120.2613689,22.9986674
67000330,佛壇里,1120,120.1776926,22.9195212
67000330,佛壇里,1120,120.1776926,22.9195212
67000070,晋江里,1120,120.2534363,23.18083
67000070,巷口里,1120,120.2498305,23.1782361
67000070,東角里,1120,120.2555998,23.1850701
67000370,郡王里,1121,120.2072739,22.986515
67000370,淺草里,1121,120.1926879,22.9950875
67000340,大豐里,1121,120.1921233,23.0078107
67000340,賢北里,1121,120.1813004,23.006719
67000310,正強里,1121,120.251994,23.0294884
67000310,塩洲里,1121,120.232521,23.0423005
67000330,文南里,1121,120.1870727,22.9840282
67000330,文南里,1121,120.1870727,22.9840282
67000310,塩興里,1122,120.262788,23.0211799
67000310,塩洲里,1122,120.232521,23.0423005
67000310,塩興里,1122,120.262788,23.0211799
67000350,新順里,1122,120.2195374,23.0436829
67000350,安順里,1122,120.2209801,23.0500919
67000350,海西里,1122,120.1791357,23.0306699
67000070,油車里,1122,120.241176,23.1907984
67000070,油車里,1122,120.241176,23.1907984
67000190,光文里,1122,120.3003035,23.1340393
67000190,光文里,1122,120.3003035,23.1340393
67000290,龜洞里,1122,120.3464333,22.8989806
67000290,北勢里,1122,120.3363438,22.9695026
67000290,山西里,1122,120.3219289,22.9671673
67000010,三仙里,1123,120.3111166,23.3121679
67000010,南紙里,1123,120.2902105,23.2984982
67000010,永平里,1123,120.3089541,23.3119567
67000190,嘉北里,1123,120.3349024,23.1428247
67000180,東榮里,1123,120.3233704,23.0325916
67000280,南興里,1123,120.2786746,22.9708824
67000280,南保里,1123,120.2851636,22.96885
67000280,辜厝里,1123,120.2909314,22.9649562
67000280,新厝里,1123,120.2923733,22.9619703
67000320,仁和里,1123,120.224226,22.9591394
67000310,南灣里,1123,120.2613689,22.9986674
67000010,民生里,1124,120.3075124,23.3055564
67000010,新東里,1124,120.324812,23.3152926
67000010,民榮里,1124,120.2988617,23.3020279
67000310,中興里,1124,120.2382911,23.0061926
67000320,崇善里,1124,120.2303571,22.9736282
67000130,新達里,1124,120.2108809,23.2414846
67000290,深坑里,1124,120.3349024,22.933591
67000290,五甲里,1124,120.330578,22.9465711
67000270,仁義里,1124,120.2656955,22.9695788
67000340,華德里,1124,120.20504,23.0216
67000370,小西門里,1125,120.199521,22.984497
67000370,西賢里,1125,120.1719199,23.0039814
67000270,仁義里,1125,120.2656955,22.9695788
67000270,仁德里,1125,120.2455033,22.9657583
67000340,大豐里,1125,120.1921233,23.0078107
67000370,法華里,1126,120.2097988,22.9822947
67000310,埔園里,1126,120.2584844,23.0341644
67000350,淵中里,1126,120.1675902,23.0438296
67000350,總頭里,1126,120.2065525,23.050434
67000210,蘇林里,1126,120.2584844,23.1227334
67000330,新興里,1126,120.19537,22.9799434
67000330,再興里,1126,120.1928448,22.9801358
67000350,安東里,1127,120.2180947,23.0372738
67000350,安東里,1127,120.2180947,23.0372738
67000310,崑山里,1127,120.2541575,22.9988384
67000370,南廠里,1127,120.1956597,22.9907039
67000320,虎尾里,1127,120.2361273,22.9791309
67000270,太子里,1127,120.2584844,22.9912207
67000310,五王里,1128,120.2346848,23.0116465
67000310,崑山里,1128,120.2541575,22.9988384
67000270,仁義里,1128,120.2656955,22.9695788
67000320,和平里,1128,120.2354061,22.9745842
67000340,大港里,1128,120.1827435,23.0104452
67000330,廣州里,1128,120.1928448,22.9841637
67000340,雙安里,1129,120.2079953,23.008515
67000340,永祥里,1129,120.2202587,23.0160134
67000310,西橋里,1129,120.2260293,23.0134614
67000310,安康里,1129,120.227472,23.0158435
67000330,大恩里,1129,120.2079953,22.9548154
67000330,大忠里,1129,120.2101595,22.9698014
67000280,崙頂里,1129,120.2930943,22.9571231
67000280,崙頂里,1129,120.2930943,22.9571231
67000120,鎮山里,1129,120.1863512,23.1513391
67000120,鎮山里,1129,120.1863512,23.1513391
67000290,布袋里,1129,120.3377852,22.9142079
67000290,五甲里,1129,120.330578,22.9465711
67000330,文南里,1130,120.1870727,22.9840282
67000330,文南里,1130,120.1870727,22.9840282
67000370,永華里,1130,120.2043882,22.9911465
67000340,華德里,1130,120.20504,23.0216
67000340,福德里,1130,120.2079953,23.008515
67000310,二王里,1130,120.2469457,23.0177985
67000360,王城里,1130,120.1606244,23.0015093
67000120,六安里,1130,120.1791357,23.1703108
67000120,東寧里,1130,120.1813004,23.1624709
67000370,府前里,1130,120.1963328,22.9914479
67000370,南廠里,1201,120.1956597,22.9907039
67000370,五條港里,1201,120.1964522,22.9948212
67000270,仁義里,1201,120.2656955,22.9695788
67000310,網寮里,1201,120.2527152,23.0139035
67000010,新南里,1201,120.2988617,23.3100763
67000010,民榮里,1201,120.2988617,23.3020279
67000370,西湖里,1202,120.1834651,23.0015666
67000370,西賢里,1202,120.1719199,23.0039814
67000340,仁愛里,1202,120.2202587,23.0025898
67000270,二行里,1202,120.2209801,22.9212251
67000310,塩行里,1202,120.2426185,23.0388385
67000340,北華里,1203,120.2040991,23.0008064
67000270,仁義里,1203,120.2656955,22.9695788
67000350,溪東里,1203,120.2015025,23.0253139
67000320,大同里,1203,120.2130451,22.9839645
67000360,怡平里,1203,120.176971,22.994197
67000360,建平里,1203,120.1834651,22.9935103
67000370,南廠里,1204,120.1956597,22.9907039
67000370,府前里,1204,120.1963328,22.9914479
67000370,大涼里,1204,120.1892373,22.9923029
67000340,大興里,1205,120.2124298,23.0079508
67000340,力行里,1205,120.2292752,23.0084185
67000340,合興里,1205,120.2262251,23.0091035
67000360,建平里,1205,120.1834651,22.9935103
67000270,仁義里,1205,120.2656955,22.9695788
67000310,崑山里,1205,120.2541575,22.9988384
67000180,豐榮里,1206,120.3017453,23.0277534
67000180,唪口里,1206,120.2988617,23.0471423
67000180,太平里,1206,120.3103958,23.0500798
67000350,新順里,1206,120.2195374,23.0436829
67000350,安東里,1206,120.2180947,23.0372738
67000350,安西里,1206,120.2094381,23.0310345
67000310,崑山里,1206,120.2541575,22.9988384
67000340,長興里,1206,120.2059177,23.0039854
67000340,大興里,1206,120.2124298,23.0079508
67000370,赤嵌里,1206,120.2072739,22.9972549
67000370,淺草里,1207,120.1926879,22.9950875
67000310,塩行里,1207,120.2426185,23.0388385
67000330,松安里,1207,120.1776926,22.9248924
67000330,佛壇里,1207,120.1776926,22.9195212
67000330,松安里,1207,120.1776926,22.9248924
67000330,佛壇里,1207,120.1776926,22.9195212
67000280,許厝里,1207,120.2995826,22.9658238
67000280,歸仁里,1207,120.3103958,22.9669072
67000280,八甲里,1207,120.2988617,22.9746957
67000370,南美里,1208,120.1964522,22.9948212
67000370,城隍里,1208,120.2108335,22.9908055
67000320,大同里,1208,120.2130451,22.9839645
67000320,大同里,1208,120.2130451,22.9839645
67000070,東角里,1208,120.2555998,23.1850701
67000070,南勢里,1208,120.2656955,23.1950148
67000070,晋江里,1208,120.2534363,23.18083
67000070,巷口里,1208,120.2498305,23.1782361
67000070,晋江里,1208,120.2534363,23.18083
67000270,一甲里,1209,120.2613689,22.9771958
67000330,興農里,1209,120.1921233,22.9299372
67000340,元美里,1209,120.194407,23.0100026
67000340,成德里,1209,120.2036668,23.0134491
67000340,福德里,1210,120.2079953,23.008515
67000310,龍潭里,1210,120.2656955,23.0286236
67000350,州南里,1210,120.2195374,23.059791
67000350,媽祖宮里,1210,120.1358346,23.0585336
67000320,虎尾里,1210,120.2361273,22.9791309
67000320,崇學里,1210,120.2231441,22.9778231
67000360,怡平里,1211,120.176971,22.994197
67000360,怡平里,1211,120.176971,22.994197
67000310,塩洲里,1211,120.232521,23.0423005
67000320,崇明里,1211,120.2195374,22.9685104
67000340,雙安里,1212,120.2079953,23.008515
67000310,正強里,1212,120.251994,23.0294884
67000330,竹溪里,1212,120.2065525,22.9779397
67000330,同安里,1212,120.1892373,22.9224836
67000350,溪心里,1213,120.1849082,23.0509441
67000350,海西里,1213,120.1791357,23.0306699
67000070,晋江里,1213,120.2534363,23.18083
67000070,興農里,1213,120.2404548,23.176859
67000280,南興里,1213,120.2786746,22.9708824
67000280,南保里,1213,120.2851636,22.96885
67000280,南保里,1213,120.2851636,22.96885
67000370,兌悅里,1213,120.1960656,23.000799
67000340,北華里,1214,120.2040991,23.0008064
67000270,仁義里,1214,120.2656955,22.9695788
67000280,後市里,1214,120.2902105,22.9684618
67000280,南保里,1214,120.2851636,22.96885
67000120,鎮山里,1214,120.1863512,23.1513391
67000120,忠仁里,1214,120.1856297,23.1588751
67000120,鎮山里,1214,120.1863512,23.1513391
67000340,大和里,1215,120.1914018,23.0153463
67000270,保安里,1215,120.2310784,22.9231415
67000320,自強里,1215,120.2332423,22.9824198
67000320,虎尾里,1215,120.2361273,22.9791309
67000310,中興里,1215,120.2382911,23.0061926
67000350,東和里,1215,120.2368486,23.0615247
67000350,長安里,1215,120.1964522,23.0646352
67000310,復華里,1216,120.2440609,23.0103511
67000310,龍潭里,1216,120.2656955,23.0286236
67000350,安順里,1216,120.2209801,23.0500919
67000120,安西里,1216,120.161817,23.1632103
67000120,建南里,1216,120.1733631,23.1500415
67000070,巷口里,1216,120.2498305,23.1782361
67000070,大埕里,1216,120.2498305,23.1862879
67000290,北勢里,1216,120.3363438,22.9695026
67000290,深坑里,1216,120.3349024,22.933591
67000310,西勢里,1217,120.2772325,23.0154649
67000310,東橋里,1217,120.241176,23.0243778
67000350,佃西里,1217,120.1690334,23.0717267
67000370,法華里,1217,120.2097988,22.9822947
67000330,金華里,1217,120.1885158,22.9796984
67000370,府前里,1218,120.1963328,22.9914479
67000370,兌悅里,1218,120.1960656,23.000799
67000350,頂安里,1218,120.2043882,23.0394768
67000310,塩行里,1218,120.2426185,23.0388385
67000120,忠仁里,1218,120.1856297,23.1588751
67000120,忠仁里,1218,120.1856297,23.1588751
67000330,鯤鯓里,1218,120.1733631,22.9566809
67000320,裕聖里,1218,120.2469457,22.9802195
67000350,佃東里,1218,120.1849082,23.0724268
67000070,埤頭里,1218,120.2267506,23.1911574
67000190,東關里,1218,120.2923733,23.1363841
67000270,上崙里,1219,120.2599266,22.9385802
67000290,東勢里,1219,120.3421093,22.9521957
67000350,城南里,1219,120.1185102,23.0567837
67000340,正覺里,1220,120.2116023,23.0151428
67000340,小北里,1220,120.2090062,23.00778
67000370,郡王里,1220,120.2072739,22.986515
67000370,南廠里,1221,120.1956597,22.9907039
67000350,溪頂里,1221,120.2072739,23.0254471
67000350,東和里,1221,120.2368486,23.0615247
67000310,西灣里,1221,120.2613689,23.0120871
67000330,金華里,1221,120.1885158,22.9796984
67000290,花園里,1221,120.3320195,22.9637053
67000190,六德里,1221,120.3003035,23.1716015
67000350,原佃里,1221,120.1964522,23.0538947
67000340,力行里,1222,120.2292752,23.0084185
67000340,合興里,1222,120.2262251,23.0091035
67000320,泉南里,1222,120.2159306,22.9847029
67000280,南保里,1222,120.2851636,22.96885
67000190,東關里,1223,120.2923733,23.1363841
67000370,西湖里,1224,120.1834651,23.0015666
67000010,南興里,1224,120.3067915,23.2983322
67000370,西湖里,1225,120.1834651,23.0015666
67000330,同安里,1225,120.1892373,22.9224836
67000330,松安里,1225,120.1776926,22.9248924
67000280,歸仁里,1225,120.3103958,22.9669072
67000210,安加里,1226,120.2382911,23.1135653
67000260,澄山里,1228,120.3954282,23.0200795
67000350,安東里,1228,120.2180947,23.0372738
67000310,東灣里,1228,120.270022,22.9995352
67000120,六安里,1228,120.1791357,23.1703108
67000290,新光里,1228,120.3521983,22.9836025
67000310,東橋里,1229,120.241176,23.0243778
67000270,仁義里,1230,120.2656955,22.9695788
67000370,城隍里,1231,120.2108335,22.9908055
67000350,頂安里,1231,120.2043882,23.0394768
67000330,喜東里,1231,120.1906803,22.9423225
