﻿行政區域代碼,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
67000340,文元里,0822,六,0830,海安路三段,23.0103002,120.2001781,0,0,0,12,30
67000340,公園里,0822,六,1330,公園路,23.0068369,120.2100531,2,2,2,10,26
67000310,二王里,0822,六,0845,中山南路490巷12弄,23.0169833,120.2394397,1,1,1,3,8
67000310,東橋里,0822,六,0845,東橋五路,23.0218712,120.2353146,1,1,1,3,8
67000270,仁義里,0822,六,0845,仁義路,22.9683672,120.2559227,1,1,1,3,3
67000220,平陽里,0822,六,1400,衛生所,23.0893067,120.3723741,0,0,0,1,
67000190,南關里,0822,六,0845,光復路368號,23.1279209,120.2870214,1,2,2,5,
67000130,明宜里,0822,六,1330,慈濟宮,23.2336949,120.1804966,1,1,1,6,
67000060,東中里,0822,六,1400,達雲路一段,23.3213138,120.4043482,1,2,1,4,2
67000360,平通里,0823,日,0830,平通路,22.9930277,120.1753046,1,1,1,3,5
67000360,怡平里,0823,日,0830,永華六街154巷,22.9946506,120.178196,1,1,1,3,5
67000340,三德里,0823,日,0810,長北街,23.0020765,120.2044383,,,,12,15
67000340,永祥里,0823,日,1345,實踐街85巷,23.0145383,120.2195684,2,2,2,10,20
67000330,大恩里,0823,日,1330,國民路165巷,22.966502,120.2116106,2,2,2,15,26
67000200,三舍里,0823,日,1300,中興街,23.0781138,120.2937125,1,1,1,2,0
67000200,永就里,0823,日,1300,中興街,23.0781138,120.2937125,1,1,1,6,0
67000010,好平里,0823,日,0830,長春街,23.3014896,120.3118161,6,6,6,16,26
67000010,延平里,0823,日,1330,成功街,23.3015983,120.3126385,,,,12,15
67000370,建國里,0824,一,0845,新美街50巷,22.9949657,120.2007038,2,2,2,13,26
67000370,銀同里,0824,一,1345,開山路,22.9884387,120.2080123,1,1,1,5,10
67000340,文元里,0824,一,0830,文成三路,23.0162011,120.2024877,2,2,2,16,56
67000340,小康里,0824,一,1330,實踐街,23.0137872,120.218328,3,3,3,18,60
67000330,大恩里,0824,一,1345,大同路二段750巷,22.9663881,120.2130517,,,,6,12
67000320,小東里,0824,一,1330,小東路198巷,22.999478,120.2275347,2,2,2,15,30
67000310,中興里,0824,一,0845,中興街91巷,23.007832,120.2386599,1,1,1,3,6
67000310,勝利里,0824,一,0845,中華路7巷20弄,23.0134624,120.2632441,1,1,1,5,8
67000310,西橋里,0824,一,1345,大橋三街57巷19弄,23.0176827,120.2235793,1,1,1,4,8
67000130,明宜里,0824,一,0830,濟生路,23.2325831,120.1821987,,,,7,
67000370,民權里,0825,二,0830,環河街94號,22.9943034,120.1923404,,,,5,12
67000370,安海里,0825,二,1350,海安路二段401號,22.9968601,120.1972918,,,,5,12
67000360,育平里,0825,二,0830,育平五街38號,22.9906705,120.1689224,,,,2,3
67000360,國平里,0825,二,0830,育平五街6號管理室,22.9906705,120.1689224,,,,2,3
67000340, 小康里,0825,二,0830,實踐街17號,23.0137872,120.218328,5,5,5,20,56
67000340,和順里,0825,二,1330,民德路與育德二路交叉處,23.0056433,120.2024696,5,5,5,20,56
67000320,成大里,0825,二,0850,臺南成大里育樂街148巷巷口,22.9957612,120.2147951,,,,10,20
67000320,成大里,0825,二,1350,臺南成大里育樂街161號前集合,22.9943326,120.2146941,,,,5,10
67000320,裕農里,0825,二,1350,臺南裕農里裕農里東寧路540號前集合,22.9907865,120.2254616,,,,5,10
67000310,甲頂里,0825,二,0845,中央路23巷51弄4號,23.0217373,120.2154673,1,1,1,2,6
67000310,鹽行里,0825,二,1345,中正路559號,23.0337658,120.245643,2,1,2,4,8
67000210,港口里,0825,二,0830,安定59-1號,23.0939111,120.2296358,,,,3,
67000190,什乃里,0825,二,1345,什乃6號前空地,23.144704,120.2815587,1,1,1,4,
67000120,鎮山里,0825,二,1330,自由街2號,23.1559499,120.1785635,,,,5,4
67000070,麻豆里,0825,二,0830,新生南路114巷口,23.1822684,120.2394171,1,,1,3,2
67000030,玉豐里,0825,二,1330,國光路5號,23.352012,120.415777,1,1,,3,
67000370,安海里,0827,四,1330,正興街,22.9944397,120.1969383,2,2,2,10,20
67000360,育平里,0827,四,0830,建平五街22巷15弄,22.9879547,120.1799289,1,1,1,3,5
67000360,文平里,0827,四,0830,育平五街,22.9906705,120.1689224,1,1,1,3,5
67000340,三德里,0827,四,0830,長北街,23.002076,120.2044383,6,6,6,22,66
67000340,中樓里,0827,四,1330,開元路73巷,23.0071693,120.2176377,8,8,8,30,66
67000330,新興里,0827,四,0830,西門路一段471巷,22.9819433,120.1969808,2,2,2,12,26
67000330,大恩里,0827,四,1330,大同路750巷,22.9657633,120.212861,1,1,1,12,26
67000320,莊敬里,0827,四,0830,小東路254巷18弄,22.9978658,120.2304648,2,2,2,12,24
67000310,六合里,0827,四,1330,新興街,23.0118273,120.2289363,1,1,1,3,6
67000310,安康里,0827,四,1330,中華路703巷71弄,23.0164067,120.2279859,1,1,1,3,8
67000180,太平里,0827,四,0830,建國街,23.0375906,120.3092834,1,1,1,5,0
67000180,北勢里,0827,四,1330,北勢里,23.0506082,120.2887685,1,1,1,3,0
67000180,北勢里,0827,四,1330,中正路,23.0407467,120.3061845,1,1,1,2,0
67000020,武廟里,0827,四,1330,武廟路,23.3235134,120.265843,1,1,1,4,2
67000010,好平里,0827,四,0830,長春街,23.3014896,120.3118161,1,1,1,5,0
67000010,延平里,0827,四,1330,三民路,23.3070861,120.3147868,1,1,1,1,0
67000370,民主里、保安里,0828,五,0830,康樂街,22.9952871,120.1951361,,,,10,30
67000370,中正里,0828,五,1330,康樂街,22.9952871,120.1951361,,,,10,30
67000340,國興里、華興里,0828,五,0830,林森路三段,23.0046136,120.2247702,4,4,4,22,66
67000340,正覺里,0828,五,1330,公園路,23.0068369,120.2100531,6,6,6,30,66
67000310,勝利,0828,五,0830,勝利街2巷,23.001863,120.2302541,5,3,5,12,24
67000310,勝利,0828,五,1330,勝利街2巷,23.001863,120.2302541,5,3,5,12,24
67000260,中正里,0828,五,1330,中正里,23.059456,120.40596,,,,1,0
67000190,南關里,0828,五,0830,自由路,23.1301399,120.2881403,,,,3,0
67000180,全興里,0828,五,1330,竹仔腳,23.0280873,120.3320195,,,,3,0
67000350,安富里,0829,六,0850,海佃路一段,23.0246827,120.1913975,1,1,1,7,16
67000350,海西里,0829,六,1350,海環街256巷,23.0382556,120.1829891,1,1,1,7,10
67000340,勝安里,0829,六,0830,開元路73巷,23.0071693,120.2176377,6,6,6,30,66
67000340,勝安里,0829,六,1330,開元路73巷,23.0071693,120.2176377,6,6,6,22,56
67000330,文華里、文南里,0829,六,0830,建南路,22.9849463,120.190434,3,3,3,13,29
67000330,大恩里,0829,六,1350,大同路二段750巷,22.9663881,120.2130517,3,3,3,13,29
67000280,南保里,0829,六,1345,民權八街,22.9685791,120.2866553,1,2,1,5,5
67000140,竹林里,0829,六,0830,竹林里,23.1207622,120.1849082,1,1,1,3,0
67000140,劉厝里,0829,六,1330,劉厝里,23.1327161,120.1791357,1,1,1,3,0
67000120,鎮山里,0829,六,0830,勝利路,23.1449938,120.1806729,1,1,1,7,4
67000340,文元里,0830,日,0830,文賢路1122巷,23.0166844,120.1967382,5,5,5,30,56
67000340,中樓里,0830,日,1330,開元路,23.0071693,120.2176377,6,6,6,30,56
67000330,金華里,0830,日,1330,尊南路,22.9781741,120.1888805,1,1,1,12,24
67000310,甲頂里,0830,日,0830,中華路895巷,23.0198896,120.2238429,2,2,2,10,20
67000200,三合里,0830,日,0830,中興街,23.0781138,120.2937125,2,2,2,9,9
67000200,大營里,0830,日,0830,中興街,23.0781138,120.2937125,1,1,1,3,3
67000190,光文里,0830,日,0830,公園路,23.1327438,120.2954059,1,1,1,3,
67000190,東隆里,0830,日,0830,東勢寮,23.157936,120.317388,1,1,1,2,
67000190,文昌里,0830,日,1330,中興路,23.1315027,120.291847,1,1,1,5,
67000080,賀建里,0830,日,0830,賀建里麻豆寮,23.255584,120.293994,1,1,1,3,
67000370,民主里,0831,一,0845,尊王路,22.9918428,120.1949085,2,1,2,20,40
67000370,民主里,0831,一,1345,尊王路,22.9918428,120.1949085,2,1,2,20,40
67000360,港仔里,0831,一,0830,國勝路,23.0007736,120.1610874,1,1,1,4,6
67000360,育平里,0831,一,0830,郡平路,22.9891978,120.1674633,1,1,1,2,3
67000350,安富里,0831,一,0830,郡安路五段184巷80弄,23.0272565,120.1940173,1,1,1,8,16
67000350,安富里,0831,一,1330,同安路167巷,23.0419175,120.1902841,1,1,1,7,14
67000340,五福里,0831,一,0830,長北街,23.0020765,120.2044383,2,2,2,11,36
67000340,文元里,0831,一,1330,文成三路,23.0162011,120.2024877,3,3,3,15,36
67000330,文華里,0831,一,0830,文南三街,22.9871051,120.189797,2,2,2,8,18
67000330,文華里,0831,一,1330,德南街,22.9868104,120.188318,1,1,1,3,7
67000330,文華里,0831,一,1330,建南路,22.9849463,120.190434,1,1,1,5,11
67000320,莊敬里,0831,一,1350,臺南莊敬路205巷,22.9970992,120.2322494,1,1,1,14,28
67000310,永康里,0831,一,0830,大同街,23.0157489,120.2654598,,,,2,4
67000310,甲頂里,0831,一,0830,中正南路52巷68弄,23.0204265,120.2200549,1,1,1,7,14
67000310,大橋里,0831,一,1330,大橋一街73巷,23.0187262,120.2271662,1,1,1,7,14
67000370,中正里,0901,二,0845,正興街,22.9944397,120.1969383,2,1,2,25,50
67000370,安海里,0901,二,1345,環河街,22.9943034,120.1923404,2,1,2,20,50
67000350,安富里,0901,二,0830,安富街245巷,23.0258569,120.1959604,1,1,1,7,14
67000350,溪東里,0901,二,1330,府安路五段,23.0229966,120.1988718,1,1,1,7,14
67000340,文元里,0901,二,0830,文賢二街,23.0111927,120.1971553,2,2,2,13,36
67000340,文元里,0901,二,1330,文賢二街,23.0111927,120.1971553,2,2,2,9,36
67000320,莊敬里,0901,二,0830,東光路二段36巷10弄,22.9960231,120.2323342,1,1,1,10,20
67000320,富強里,0901,二,1330,東門路二段301巷,22.9840553,120.229015,1,1,1,11,22
67000310,大橋里,0901,二,0830,大橋一街103巷62弄,23.0189356,120.2291647,1,1,1,8,16
67000310,大橋里,0901,二,1330,大橋一街103巷62弄,23.0189356,120.2291647,1,1,1,8,16
67000210,蘇林里,0901,二,0830,安定,23.119471,120.235621,1,1,1,3,0
67000120,鎮山里,0901,二,1330,中山路346巷,23.1621281,120.1775195,1,1,1,7,7
67000370,三合里,0902,三,0845,忠孝街,22.9992045,120.1966233,2,1,2,20,40
67000370,三合里,0902,三,1345,民族路三段,22.998857,120.195917,2,1,2,20,40
67000340,成功里,0902,三,0830,北安路一段142巷,23.0180275,120.2101066,2,2,2,15,36
67000340,成功里,0902,三,1330,北安路一段142巷,23.0180275,120.2101066,2,2,2,15,36
67000270,土庫里,0902,三,0830,土庫三街,22.9873725,120.2603687,1,1,1,4,8
67000190,東關里,0902,三,1330,中興路,23.1315027,120.291847,1,1,1,5,0
67000180,崙頂里,0902,三,0830,崙仔頂,23.0280873,120.3320195,1,1,1,6,8
67000180,護國里,0902,三,1330,信義路,23.0369566,120.3142651,1,1,1,5,6
67000090,六甲里,0902,三,1330,義街238巷14弄,22.968407,120.2615677,2,1,2,5,10
67000050,福安里,0902,三,0830,福安里,23.3252512,120.3536396,1,1,1,5,2
67000010,延平里,0902,三,0830,復興路,23.3063146,120.2947167,3,3,3,15,25
67000010,延平里,0902,三,1330,復興路,23.3063146,120.2947167,3,3,3,15,25
67000350,溪頂里,0903,四,0830,賢安街,23.0263164,120.2060016,1,1,1,11,22
67000350,溪頂里,0903,四,1330,北安路二段32巷,23.025434,120.2061077,1,1,1,11,22
67000340,玉皇里,0903,四,0830,公園路,23.0068369,120.2100531,5,5,5,30,60
67000340,玉皇里,0903,四,1330,公園路,23.0068369,120.2100531,3,3,3,15,30
67000340,北區,0903,四,1330,實踐街85巷,23.0145383,120.2195684,2,2,2,15,30
67000330,田寮里,0903,四,0830,新興路41巷,22.9790666,120.1969402,4,4,4,19,50
67000330,田寮里,0903,四,1330,西門路一段333巷,22.9776451,120.1962919,6,6,6,19,50
67000310,安康里,0903,四,0830,中華西街122巷,23.0153874,120.2274387,2,2,2,20,40
67000310,安康里,0903,四,0830,中華西街122巷,23.0153874,120.2274387,2,2,2,4,8
67000310,安康里,0903,四,1330,中華路619巷88弄,23.0144853,120.2283316,2,2,2,20,40
67000230,玉田里,0903,四,1330,臺南市中正路,23.1311343,120.4704129,1,1,1,4,2
67000370,藥王里,0904,五,0830,民權路三段,22.9982223,120.1933076,3,1,3,30,60
67000370,藥王里,0904,五,1330,民權路三段,22.9982223,120.1933076,3,1,3,27,54
67000360,億載里,0904,五,1330,永華十二街27巷,22.9918166,120.1579506,1,1,1,2,4
67000340,實踐里,0904,五,0830,實踐街,23.0137872,120.218328,5,5,5,30,60
67000340,興南里,0904,五,1330,公園北路,23.0047261,120.2095967,5,5,5,30,30
67000310,大橋里,0904,五,0830,大橋五街,23.0217347,120.227811,2,2,2,12,24
67000310,大橋里,0904,五,1330,大橋三街99巷,23.0204411,120.2286913,2,2,2,12,24
67000340,六甲里,0905,六,0830,西門路四段200巷,23.0102173,120.2091672,5,5,5,30,60
67000340,六甲里,0905,六,1330,公園路758巷,23.0104919,120.2120262,5,5,5,30,60
67000330,文南里、文華里,0905,六,0830,金華路二段,22.9816175,120.1914653,4,4,4,27,60
67000330,文南里、文華里,0905,六,1330,建南路,22.9849463,120.190434,5,5,5,27,60
67000370,文賢里,0906,日,0830,文和街,23.0022274,120.190948,4,1,4,20,50
67000370,文賢里,0906,日,1330,文和街,23.0022274,120.190948,4,1,4,20,50
67000330,田寮里,0906,日,0830,西門路一段223巷,22.975531,120.196861,7,7,7,25,60
67000330,田寮里,0906,日,1330,建南路,22.9849463,120.190434,6,6,6,25,60
67000310,五王里,0906,日,0830,中山東路218巷28弄,23.010234,120.2368,8,6,8,30,60
67000310,五王里,0906,日,1330,中山東路218巷28弄,23.010234,120.2368,8,6,8,30,60
67000370,文賢里,0907,一,0830,武聖路69巷,23.004103,120.1909534,4,1,4,20,46
67000370,文賢里,0907,一,1330,武聖路69巷,23.004103,120.1909534,4,1,4,20,46
67000350,溪東里,0907,一,0830,府安路五段,23.0229966,120.1988718,1,1,1,8,16
67000350,溪東里,0907,一,1330,府安路五段,23.0229966,120.1988718,1,1,1,8,16
67000340,大山里,0907,一,0830,精忠街,23.0089814,120.2137009,6,6,6,15,17
67000340,五福里、三德里,0907,一,1330,長北街,23.0020765,120.2044383,5,5,5,15,17
67000330,金華里,0907,一,0830,尊南街,22.9781741,120.1888805,7,7,7,35,76
67000330,金華里,0907,一,1330,尊南街,22.9781741,120.1888805,6,6,6,35,76
67000370,中正里,0908,二,0830,國華街三段,22.9965617,120.198531,6,1,6,50,100
67000340,三德里,0908,二,0830,長北街,23.0020765,120.2044383,1,1,1,5,6
67000340,三德里、五福里,0908,二,1330,長北街,23.0020765,120.2044383,4,4,4,25,36
67000340,和順里,0908,二,1330,公園南路,23.0017534,120.2062211,4,4,4,30,30
67000330,開南里,0908,二,0830,新建路53巷,22.9658566,120.1859523,8,8,8,25,58
67000330,開南里,0908,二,1330,新建路,22.9698862,120.1852356,7,7,7,25,58
67000370,民權里,0909,三,0830,和平街,22.9965807,120.1967339,4,1,4,15,30
67000370,安海里,0909,三,1330,環河街,22.9943034,120.1923404,4,1,4,12,24
67000340,國姓里,0909,三,0830,公園路433巷,23.0079621,120.2089203,4,4,4,52,62
67000340,國姓里,0909,三,1330,公園路433巷,23.0079621,120.2089203,4,4,4,20,26
67000340,小康里,0909,三,1330,實踐街,23.0137872,120.218328,4,4,4,30,40
67000330,國宅里,0909,三,0830,金華路二段3巷,22.975668,120.1892072,3,3,3,15,34
67000330,國宅里,0909,三,1330,新興路418巷1弄,22.9752494,120.1865908,3,3,3,20,44
67000370,民生里、郡西里,0910,四,0830,武英街,22.9892856,120.1916559,4,1,4,27,60
67000370,郡西里,0910,四,1330,郡西路,22.9897911,120.1944008,4,1,4,27,60
67000340,大豐里,0910,四,0830,文賢路313巷,23.0068093,120.191224,7,7,7,35,48
67000340,大豐里,0910,四,1330,文賢路313巷,23.0068093,120.191224,7,7,7,35,48
67000320,泉南里,0910,四,0830,臺南樹林街一段,22.9864633,120.2139534,2,2,2,15,34
67000320,泉南里,0910,四,1330,臺南樹林街一段,22.9864633,120.2139534,2,2,2,15,44
67000370,保安里,0911,五,0830,保安路,22.9907552,120.1942737,4,1,4,45,90
67000370,協和里,0911,五,1330,民族路三段,22.998857,120.195917,4,1,4,45,90
67000340,大和里,0911,五,0830,文賢路799巷,23.0159725,120.1926548,7,7,7,14,48
67000340,大和里,0911,五,1330,文賢路799巷,23.0159725,120.1926548,7,7,7,14,48
67000330,新興里,0911,五,0830,三官路,22.9788784,120.1938121,5,5,5,15,35
67000330,新興里,0911,五,1330,夏林路222巷,22.9795118,120.1943692,5,5,5,15,35
67000340,仁愛里,0912,六,0830,東豐路227巷24弄,23.0028592,120.2206589,4,4,4,35,44
67000340,仁愛里,0912,六,1330,東豐路227巷24弄,23.0028592,120.2206589,3,3,3,35,44
67000330,新昌里,0912,六,0830,國華路一段,22.9843142,120.1963711,7,7,7,27,60
67000330,新昌里,0912,六,1330,大德街141巷,22.9852426,120.1957805,7,7,7,27,60
67000370,福安里,0913,日,0830,友愛街,22.9914679,120.1996507,6,1,6,40,80
67000370,文賢里,0913,日,1330,西和路,23.0014309,120.190367,6,1,6,43,80
67000320,富裕里,0913,日,0830,臺南裕農路,22.9886146,120.2360187,3,3,3,22,44
67000320,富裕里,0913,日,1330,臺南裕豐街84巷,22.9850963,120.2282916,2,2,2,17,34
67000370,水仙里,0914,一,0830,西門路二段,22.9948555,120.1993164,6,1,6,50,100
67000370,水仙里,0914,一,1330,民權路三段,22.9982223,120.1933076,6,1,6,50,100
67000340,興北里,0914,一,0830,公園北路,23.004726,120.2095967,5,5,5,30,38
67000340,興北里,0914,一,1330,公園北路,23.004726,120.2095967,5,5,5,29,38
67000330,田寮里,0914,一,1330,新興路,22.9755921,120.1914431,0,0,0,1,2
67000330,文南里,0915,二,0830,健康路二段,22.9817861,120.1896682,12,12,12,40,89
67000330,金華里,0915,二,0830,健康路二段401巷,22.9813884,120.1863575,4,4,4,10,23
67000330,金華里,0915,二,1330,新孝路126巷,22.9791342,120.1868432,10,10,10,50,107
67000320,新東里,0915,二,0830,林森路二段,22.9930185,120.2237838,2,2,2,22,44
67000320,新東里,0915,二,1330,裕農路43巷,22.9862711,120.2259161,2,2,2,22,44
67000370,大涼里、民主里,0916,三,0830,環河街,22.9943034,120.1923404,6,1,6,45,100
67000360,華平里,0916,三,1330,永華八街,22.9928443,120.1723945,4,4,4,45,90
67000350,海佃里,0916,三,0830,海佃路一段,23.0246827,120.1913975,1,1,1,29,58
67000350,海佃里,0916,三,1330,國安街56巷,23.0254315,120.1896059,1,1,1,29,58
67000330,新興里,0916,三,0830,夏林路,22.9814464,120.1949463,4,4,4,11,25
67000330,新興里,0916,三,1330,夏林路,22.9814464,120.1949463,4,4,4,11,25
67000370,元安里,0917,四,0830,海安路一段,22.9905073,120.1954312,6,1,6,45,100
67000370,郡西里、民主里,0917,四,1330,郡西路,22.9897911,120.1944008,6,1,6,45,100
67000340,振興里,0917,四,0830,長榮路四段,23.0044362,120.2225096,4,4,4,20,24
67000340,振興里,0917,四,1330,長榮路四段,23.0044362,120.2225096,4,4,4,20,24
67000330,郡南里,0917,四,0830,德興路,22.9624922,120.1925225,10,10,10,52,118
67000330,國宅里,0917,四,1330,金華路二段33巷,22.9771738,120.1893292,9,9,9,52,118
67000370,協和里、藥王里,0918,五,0830,臨安路一段,23.0001187,120.1918672,6,1,6,27,70
67000370,藥王里,0918,五,1330,西和路,23.0014309,120.190367,6,1,6,27,70
67000340,大港里,0918,五,0830,賢北街,23.0086008,120.183011,5,5,5,40,86
67000340,大港里,0918,五,1330,賢北街,23.0086008,120.183011,5,5,5,40,86
67000330,文南里,0918,五,0830,長南街,22.9829027,120.1902544,8,8,8,40,87
67000330,明亮里,0918,五,1330,新都路,22.9687954,120.1991287,8,8,8,40,87
67000340,小康里,0919,六,0830,實踐街,23.0137872,120.218328,2,2,2,18,40
67000340,小康里,0919,六,1330,實踐街,23.0137872,120.218328,2,2,2,15,40
67000330,府南里,0919,六,0830,大成路二段177巷,22.9745067,120.1924609,6,6,6,28,65
67000330,廣州里,0919,六,0830,健康路二段,22.9817861,120.1896682,2,2,2,12,31
67000330,廣州里,0919,六,1330,建民街,22.9687954,120.1991287,7,7,7,40,96
67000320,莊敬里,0919,六,0830,臺南莊敬路205巷,22.9970992,120.2322494,2,2,2,20,40
67000320,富裕里、富強里,0919,六,1330,裕豐街,22.9867372,120.2270444,2,2,2,20,40
67000310,二王里,0919,六,0830,中山南路644巷29弄,23.0189294,120.2428958,4,3,4,12,24
67000310,二王里,0919,六,1330,中山南路416巷2弄,23.0169602,120.2395459,4,3,4,12,24
67000370,三合里,0920,日,0830,信義街108巷,23.0012214,120.1953678,6,1,6,40,100
67000370,藥王里,0920,日,1330,臨安路一段,23.0001187,120.1918672,6,1,6,40,100
67000350,溪頂里,0920,日,0830,惠安街,23.0268638,120.2090036,2,2,2,30,60
67000350,溪北里,0920,日,1330,文安街,23.0264309,120.2109878,2,2,2,30,60
67000320,東安里,0920,日,0830,長榮路二段32巷46弄,22.9874305,120.2205402,2,2,2,30,60
67000320,崇學里,0920,日,1330,崇學路96巷8弄,22.9784657,120.2227211,2,2,2,30,60
67000370,保安里、中正里,0921,一,0830,尊王路,22.9918428,120.1949085,6,1,6,50,100
67000350,溪北里,0921,一,0830,文安街,23.0264309,120.2109878,1,1,1,8,16
67000350,溪北里,0921,一,1330,文安街,23.0264309,120.2109878,1,1,1,8,16
67000340,大豐里,0921,一,1330,文賢路313巷,23.0068093,120.191224,6,6,6,40,87
67000330,田寮里,0921,一,0830,夏林路,22.9814464,120.1949463,8,8,8,35,84
67000330,田寮里,0921,一,1330,夏林路,22.9814464,120.1949463,7,7,7,35,84
67000320,東安里、中西里,0921,一,1330,長榮路二段,22.9894924,120.219974,2,2,2,23,46
67000370,三民里,0922,二,0830,民權路二段,22.9948606,120.2034776,6,1,6,23,55
67000370,三民里,0922,二,1330,公園路,22.9954761,120.2056406,6,1,6,23,55
67000350,溪北里,0922,二,0830,海佃路一段,23.0246827,120.1913975,1,1,1,8,16
67000350,溪北里,0922,二,1330,海佃路一段,23.0246827,120.1913975,1,1,1,8,16
67000340,三德里,0922,二,0830,長北街,23.0020765,120.2044383,2,2,2,5,22
67000340,六甲里,0922,二,0830,公園路,23.0068369,120.2100531,1,1,1,3,8
67000340,三德里,0922,二,1330,長北街,23.0020765,120.2044383,2,2,2,9,22
67000340,六甲里,0922,二,1330,公園路,23.0068369,120.2100531,1,1,1,3,8
67000330,明興里,0922,二,0830,德興路,22.9624922,120.1925225,8,8,8,41,96
67000330,明興里,0922,二,1330,新建路17巷,22.9727896,120.1859204,7,7,7,41,96
67000320,新東里、崇誨里,0922,二,0830,裕豐街163巷,22.9876894,120.2265009,2,2,2,15,30
67000320,新東里、崇誨里,0922,二,1330,裕豐街163巷,22.9876894,120.2265009,2,2,2,15,30
67000310,西橋里,0922,二,0830,中華西街,23.0150779,120.2262742,6,6,6,17,34
67000310,西橋里,0922,二,1330,中華西街,23.0150779,120.2262742,6,6,6,15,28
67000370,公正里,0923,三,0830,衛民街,22.9930863,120.2091377,4,1,4,36,55
67000370,銀同里,0923,三,1330,開山路,22.9884387,120.2080123,6,1,6,36,55
67000350,理想里,0923,三,0830,海佃路二段,23.0381178,120.188108,1,1,1,9,18
67000350,理想里,0923,三,1330,海佃路二段150巷,23.0346296,120.1915051,1,1,1,9,18
67000340,公園里,0923,三,0830,北忠街,22.9993886,120.2094168,2,2,2,21,45
67000340,公園里,0923,三,1330,北忠街,22.9993886,120.2094168,2,2,2,21,45
67000330,再興里,0923,三,0830,金華路二段,22.9816175,120.1914653,8,8,8,34,82
67000330,再興里,0923,三,1330,金華路二段,22.9816175,120.1914653,7,7,7,34,82
67000310,五王里,0923,三,0830,成功路,23.0101748,120.2335556,6,8,9,9,18
67000310,五王里,0923,三,1330,成功路,23.0101748,120.2335556,6,8,9,9,18
67000370,光賢里,0924,四,0830,武聖路69巷,23.004103,120.1909534,6,1,6,43,100
67000370,永華里,0924,四,1330,南門路,22.9868385,120.2043061,6,1,6,43,100
67000340,仁愛里,0924,四,0830,東豐路227巷24弄,23.0028592,120.2206589,5,1,5,19,40
67000340,仁愛里,0924,四,1330,東豐路227巷24弄,23.002859,120.2206589,5,1,5,21,44
67000330,金華里,0924,四,0830,慶南街,22.978402,120.1900724,9,9,9,40,98
67000330,金華里,0924,四,1330,慶南街,22.978402,120.1900724,9,9,9,40,98
67000320,成大里,0924,四,0830,育樂街,22.9943326,120.2146941,2,2,2,11,22
67000320,成大里,0924,四,1330,育樂街,22.9943326,120.2146941,2,2,2,11,22
67000370,普濟里,0925,五,0830,普濟街,22.9981488,120.1983336,6,1,6,49,100
67000370,小西里,0925,五,1330,府前路一段,22.989087,120.2045916,4,1,4,31,70
67000340,長榮里,0925,五,0830,長榮路五段41巷,23.0116327,120.2127919,5,1,5,24,46
67000340,大仁里,0925,五,1330,北門路二段247巷,23.0081293,120.2145037,5,1,5,42,88
67000330,府南里,0925,五,0830,永成路三段,22.9685684,120.1953595,6,6,6,40,92
67000330,府南里,0925,五,1330,永成路三段,22.9685684,120.1953595,6,6,6,40,92
67000320,大福里,0925,五,0830,榮譽街,22.975228,120.218398,2,2,2,14,30
67000320,大福里,0925,五,1330,立德二路,22.9751638,120.2157222,2,2,2,14,30
67000370,天后里,0926,六,0815,永福路二段227巷,22.9964654,120.2015978,6,1,6,57,118
67000370,協進里,0926,六,1315,環河街,22.9943034,120.1923404,7,1,7,79,165
67000350,幸福里,0926,六,1315,府安路六段,23.0172804,120.1871243,1,1,1,49,102
67000330,開南里,0926,六,0815,新建路37巷,22.9688761,120.1859979,10,10,10,50,100
67000320,小東里,0926,六,0815,小東路,23.0000536,120.2270729,2,2,2,21,42
67000350,海佃里,0927,日,0815,國安街156巷,23.0250423,120.1870767,2,1,2,20,42
67000340,華興里,0927,日,0815,林森路三段,23.0046136,120.2247702,6,6,6,26,54
67000330,日新里,0927,日,0815,新興路,22.9755921,120.1914431,8,8,8,67,154
67000320,泉南里,0927,日,0815,光華街229巷,22.9863004,120.2145632,2,2,2,12,24
67000370,萬昌里、銀同里,0928,一,0815,城隍街,22.9902138,120.2083827,6,1,6,58,118
67000370,萬昌里、銀同里,0928,一,1315,青年路226巷,22.9908646,120.21103,6,1,6,73,165
67000360,文平里,0928,一,0815,建平五街80巷,22.9877336,120.1780478,2,4,2,18,36
67000340,大和里,0928,一,1315,文賢路799巷,23.0159725,120.1926548,6,1,6,53,112
67000330,建南里,0928,一,0815,德興路232巷,22.960259,120.1914905,6,6,6,53,126
67000370,建國里,0929,二,0815,西門路二段,22.9904876,120.1977304,7,3,1,37,118
67000370,青年里,0929,二,1315,開山路,22.9884387,120.2080123,7,4,1,41,165
67000340,大道里,0929,二,1315,和緯路一段96巷,23.0109078,120.214365,8,3,1,34,72
67000330,新昌里,0929,二,0815,府緯街,22.9838677,120.196137,8,4,1,52,118
67000330,大成里,0929,二,1315,新興東路,22.9796325,120.1996441,8,4,1,45,104
67000320,崇誨里,0929,二,0815,衛國街114巷,22.9878743,120.2246663,3,3,1,37,74
67000320,龍山里,0929,二,1315,富德街,22.9843377,120.2240941,2,1,1,6,12
67000370,光賢里,0930,三,0815,和善街98巷,23.0028903,120.1901084,6,5,1,38,86
67000370,福安里,0930,三,1315,府前路一段304巷,22.9908137,120.1989929,6,5,1,38,86
