﻿行政區域代碼,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
67000350,溪頂里,0710,五,1330,北安路二段32巷,23.025434,120.2061077,1,1,1,11,14
67000350,安東里,0712,日,1330,安東里安和路一段220巷,23.032076,120.2148054,1,1,1,6,6
67000340,成德里,0713,一,1330,育賢街,23.0144262,120.2079916,2,2,2,10,8
67000310,大橋里,0713,一,1330,大橋二街,23.0192305,120.2277703,1,1,1,6,0
67000360,建平里,0714,三,1330,建平十一街,22.9948516,120.1797658,1,1,1,4,0
67000350,溪頂里,0715,三,1330,泰安街,23.0275133,120.2075765,1,1,1,13,19
67000350,溪頂里,0715,三,1330,惠安街51巷,23.0266311,120.2084671,1,1,1,7,31
67000350,溪頂里,0715,三,1330,惠安街51巷,23.0266311,120.2084671,1,1,1,12,
67000310,中興里,0715,三,1330,忠孝路239巷,23.0049385,120.2390769,1,1,1,6,1
67000350,州北里,0716,四,0830,安和路五段171巷146弄,23.0648665,120.2156664,1,1,1,3,0
67000340,延平里,0716,四,1330,公園路758巷,23.0104919,120.2120262,1,1,1,7,4
67000340,正風里,0716,四,1330,公園路862巷,23.0134417,120.2131521,2,2,2,12,15
67000350,安東里,0717,五,0830,安和路一段288巷,23.0344857,120.2154841,1,1,1,4,4
67000340,和順里,0717,五,0830,海安路三段135巷,23.0045537,120.1978621,2,2,2,9,6
67000340,成德里,0717,五,1330,西門路四段,23.0124842,120.2090936,0,0,0,4,
67000270,後壁里,0717,五,1430,德善一街29號,22.9502683,120.2531483,1,1,1,4,0
67000350,溪頂里,0718,六,0830,惠安街,40.7708446,114.8679781,1,1,1,10,12
67000340,和順里,0718,六,1330,民德路,23.0056433,120.2024696,1,1,1,2,0
67000340,六甲里,0718,六,1330,和緯路二段30巷,23.0120605,120.2103339,1,1,1,7,13
67000340,正覺里,0719,日,0830,北安路一段51巷,23.0150063,120.2113248,1,1,1,6,11
67000340,六甲里,0719,日,1330,公園路,23.0068369,120.2100531,1,1,1,5,9
67000310,復國里,0719,日,1345,復華二街,23.0078149,120.2456798,1,1,1,4,0
67000350,溪頂里,0720,一,0830,文安街132號,23.026519,120.210563,1,1,1,4,3
67000340,延平里,0720,一,0830,公園路820巷,23.0118133,120.2121474,1,1,1,5,0
67000360,國平里,0721,二,0830,建平七街,22.9893009,120.175365,1,1,1,2,0
67000360,金城里,0721,二,0830,世平三街,22.9952165,120.1490608,1,1,1,2,0
67000340,正覺里,0721,二,0830,公園路,23.0068369,120.2100531,1,1,1,3,0
67000340,正覺里,0721,二,0830,西門路四段572巷,23.0178249,120.2125409,1,1,1,5,5
67000340,文成里,0722,三,1330,文賢路242巷9弄,23.0053656,120.1943625,1,1,1,5,0
67000320,龍山里,0722,三,1350,東門路一段,22.9877687,120.2151117,0,0,0,1,0
67000360,平安里,0723,四,0830,安平路446巷25巷 ,22.9993199,120.172437,1,1,1,1,0
67000350,安順里,0723,四,1330,育安三街212巷,23.0505056,120.2138493,1,1,1,6,6
67000340,興南里,0723,四,1330,西門路四段16巷31弄,23.006219,120.2086646,1,1,1,3,3
67000180,全興里,0723,四,1330,竹仔腳,23.0280873,120.3320195,1,1,1,5,1
67000340,正覺里,0724,五,0830,西門路四段430巷,23.0153528,120.2108641,1,1,1,6,4
67000340,成德里,0724,五,1330,西門路四段,23.0124842,120.2090936,1,1,1,5,0
67000370,民權里,0725,六,0845,臺南市神農街,22.9975666,120.1965462,1,1,1,5,4
67000370,赤嵌里,0725,六,0845,臺南市赤崁東街,22.997754,120.2034639,1,1,1,3,2
67000330,府南里,0725,六,1245,金華路一段484巷99弄,22.9724057,120.1932965,1,1,1,5,7
67000350,安順里,0727,一,0830,安豐三街,23.0489301,120.2147767,1,1,1,4,0
67000350,溪心里,0727,一,1345,海佃路二路766巷,23.0456579,120.1850122,1,1,1,3,0
67000320,小東里,0727,一,1345,東興路314巷,22.9970887,120.2301919,1,1,1,5,2
67000210,蘇林里,0727,一,1400,安定里,23.1115672,120.2541575,1,1,0,3,0
67000370,民生里,0728,二,0845,南華街,22.990054,120.1913953,2,2,2,6,5
67000370,天后里,0728,二,1345,新美街,22.996857,120.2009336,1,1,1,2,0
67000360,建平里,0728,二,0830,建平九街60巷,22.9914769,120.1808312,1,1,1,3,0
67000350,新順里,0728,二,0830,北安路三段745巷,23.0506248,120.2110009,1,1,1,3,0
67000330,廣州里,0728,二,1345,福吉四街,22.9834304,120.19272,1,1,1,4,0
67000320,東明里,0728,二,1350,東安路12巷,22.9910387,120.2260287,1,1,1,1,0
67000310,鹽洲里,0728,二,1345,中正南路,23.0304086,120.2254429,1,1,1,3,0
67000350,安慶里,0729,三,0850,安中路一段189巷70弄,23.0341993,120.2059681,1,1,1,7,8
67000350,總頭里,0729,三,1350,長溪路二段570巷,23.054903,120.2036206,1,1,1,4,4
67000310,中華里,0729,三,1345,忠義街10巷,22.9990048,120.2372032,1,1,1,4,0
67000370,公正里,0730,四,0845,衛民街,22.993104,120.2090726,1,1,1,8,
67000350,海西里,0730,四,0850,海中街169巷,23.0411775,120.1828183,1,1,1,3,
67000340,永祥里,0730,四,0830,實踐街39巷122弄,23.0168449,120.2194341,2,2,2,10,
67000340,勝安里,0730,四,0830,開元路73巷,23.0072221,120.217579,1,1,1,8,
67000340,興南里,0730,四,1330,西門路4段16巷31弄,23.006219,120.2086646,1,1,1,5,
67000340,興南里,0730,四,1330,西門路4段16巷31弄,23.006219,120.2086646,,,,5,
67000310,大橋里,0730,四,1345,大橋五街,23.0217347,120.227811,1,1,1,2,
67000310,二王里,0730,四,1345,中山南路490巷12弄,23.0173325,120.2396035,1,1,1,4,
67000370,光賢里,0731,五,0845,和善街125巷34弄,23.0024845,120.1882181,1,1,1,6,5
67000370,普濟里,0731,五,1345,海安路二段,22.9968601,120.1972918,0,0,0,1,0
67000360,文平里,0731,五,0830,中華西路二段49巷,22.9875552,120.1860761,1,1,1,2,0
67000360,平通里,0731,五,0830,育平八街,22.9944595,120.1654334,1,1,1,2,0
67000350,新順里,0731,五,0850,安生街49巷,23.0445194,120.2151845,1,1,1,4,0
67000340,大山里、大道里,0731,五,1330,旭日街,23.0104083,120.2137395,2,2,2,10,15
67000340,成德里,0731,五,1330,西門路四段,23.0124842,120.2090936,2,2,2,4,0
67000330,大忠里,0731,五,1345,中華南路一段186巷20弄,22.9710919,120.2112384,1,1,1,4,2
67000310,六合里,0731,五,0845,新興街,23.0117957,120.2287348,1,1,1,3,0
67000350,安富里,0801,六,1350,府安路五段223巷,23.0232037,120.1948804,1,1,1,4,8
67000330,同安里,0801,六,1345,明興路1425巷,22.9209313,120.1848566,1,1,1,3,1
67000330,文華里,0801,六,1345,臺南德南街,22.9868104,120.188318,1,1,1,2,3
67000360,西門里,0802,日,0830,古堡街,23.0027808,120.1576527,1,1,1,1,0
67000340,正覺里,0802,日,1345,公園路597巷,23.0140083,120.2114415,,,,2,
67000310,北灣里,0802,日,0845,大灣路37巷,23.0126707,120.2721369,1,1,1,3,6
67000310,安康里,0802,日,1345,中華路703巷,23.0156598,120.226685,1,1,1,2,6
67000350,安慶里,0803,一,0850,長溪路一段168巷190弄,23.0403482,120.2099341,1,1,1,2,0
67000350,淵東里,0803,一,0850,本源街三段234巷106弄,23.0569833,120.1739343,1,1,1,5,5
67000340,正覺里,0803,一,1330,北安路一段51巷2弄,23.0150063,120.2113248,1,1,1,7,4
67000280,六甲里,0803,一,0900,中正南路一段,22.9565771,120.2826501,1,1,1,3,0
67000340,正覺里,0804,二,0830,公園路,23.0062443,120.210256,2,2,2,9,16
67000330,文華里,0804,二,1345,建南路,22.9849463,120.190434,0,0,0,2,0
67000370,民主里,0805,三,1345,中正路,22.9927805,120.1985826,2,1,2,4,0
67000360,文平里,0805,三,1330,中華西路二段49巷,22.9875552,120.1860761,1,1,1,4,0
67000350,大安里,0805,三,1350,義安街86巷,23.0316283,120.1952256,1,1,1,5,4
67000340,正覺里,0805,三,0830,公園路,23.0062443,120.210256,4,4,4,9,6
67000330,廣州里,0805,三,1345,福吉四街,22.9834304,120.19272,1,1,1,5,0
67000310,西勢里,0805,三,0845,富強路一段194巷,23.0171145,120.274795,1,1,1,7,0
67000370,天后里,0806,四,0845,臺南市永福路二段,22.9934206,120.2011362,1,1,1,3,5
67000370,協和里,0806,四,0845,臺南市西和路,23.0014309,120.190367,1,1,1,2,3
67000370,西賢里,0806,四,1345,西賢一街148巷,23.002056,120.178837,1,1,1,6,8
67000360,平安里,0806,四,0830,臺南市安平路,22.9986619,120.1696202,1,1,1,2,
67000360,國平里,0806,四,0830,臺南市育平五街,22.9906705,120.1689224,1,1,1,2,
67000350,溪頂里,0806,四,0850,府安路四段132巷,23.0251173,120.208966,1,1,1,7,8
67000340,正覺里,0806,四,1330,正覺街,23.0171466,120.2127467,3,3,3,13,21
67000310,安康區,0806,四,0845,中華路619巷23弄,23.0139972,120.2289403,1,1,1,3,
67000310,西灣里,0806,四,1345,大勇路62巷,23.0084313,120.2617721,1,1,1,5,
67000370,民權里,0807,五,0845,和平街,22.9965807,120.1967339,1,1,1,4,4
67000370,中正里,0807,五,0845,正德街,22.9941272,120.1954841,1,1,1,7,4
67000370,文賢里,0807,五,1345,文和街,23.0022274,120.190948,1,1,1,3,0
67000370,萬昌里,0807,五,1345,民權里一段,23.022854,120.1917946,1,1,1,2,0
67000360,怡平里,0807,五,0830,慶平路,22.9971279,120.1730348,1,1,1,2,0
67000350,安和里,0807,五,1350,府安路三段289巷25弄,23.0298362,120.2178081,1,1,1,7,15
67000350,安和里,0807,五,1350,府安路三段289巷25弄,23.0298362,120.2178081,,,,5,
67000320,裕農里,0807,五,0850,裕豐街214巷,22.9881152,120.2280762,1,1,1,3,0
67000310,鹽行里,0807,五,0845,三村一街,23.0431183,120.2385215,1,1,1,4,0
67000310,勝利里,0807,五,0845,中華路7巷,23.0086703,120.2337335,0,1,1,3,0
67000310,中興里,0807,五,1345,中華二路,23.0085216,120.2358039,1,1,1,4,3
67000310,安康里,0807,五,1345,大橋一街,23.0174773,120.2286974,1,1,1,3,0
67000210,海寮里,0807,五,1340,安定里,23.1115672,120.2541575,1,1,,3,3
67000360,金城里,0810,一,0830,世平五街,22.995683,120.1478894,1,1,1,3,0
67000350,溪東里,0810,一,0850,府安路5段44巷,23.0261172,120.2030227,1,1,1,8,0
67000350,溪東里、鳳凰里,0810,一,1350,府安路五段44巷,23.0261172,120.2030227,1,1,1,9,0
67000330,開南里,0810,一,0845,新建路49巷,22.9667092,120.1859377,2,2,2,6,4
67000330,金華里,0810,一,1345,新孝路,22.9780058,120.1846304,2,2,2,5,4
67000320,路東里,0810,一,0850,大同路二段,22.9707328,120.2152639,0,1,1,1,0
67000360,文平里,0811,二,0830,建平六街,22.9872536,120.1839502,1,1,1,5,5
67000360,西門里,0811,二,1330,安北路,23.0004927,120.1543945,1,1,1,5,5
67000350,溪北里,0811,二,0850,府安路四段91巷22弄,23.0261136,120.2118185,1,1,1,9,17
67000350,安西里,0811,二,1350,安和路一段321巷21弄,23.0329769,120.210919,1,1,1,5,5
67000340,成德里,0811,二,0830,西門路四段,23.0124842,120.2090936,3,3,3,21,34
67000340,六甲里,0811,二,0830,西門路四段200巷,23.0102173,120.2091672,4,4,4,13,26
67000340,正風里,0811,二,1330,長榮路五段452巷,23.0139366,120.21421,4,4,4,34,54
67000330,鯤鯓里,0811,二,0845,鯤鯓路162巷,22.9608823,120.1707079,1,1,1,2,0
67000330,明亮里,0811,二,1345,新都路506巷,22.9681178,120.1923354,1,1,1,5,4
67000320,東門里,0811,二,0850,慶東街,22.9889271,120.216263,1,1,1,2,2
67000320,泉南里,0811,二,1350,慶東街,22.9889271,120.216263,1,1,1,4,6
67000310,二王里,0811,二,0845,忠孝路,23.0401727,120.3116709,1,1,1,4,2
67000310,勝利里,0811,二,0845,中華一路203巷,23.0033124,120.2336075,1,1,1,3,2
67000310,三合里,0811,二,1345,南工街247巷35弄,23.0104481,120.2394052,1,1,1,6,5
67000310,甲頂里,0811,二,1345,中正南路52巷,23.0207019,120.2188813,1,1,1,4,5
67000370,民權里,0812,三,0845,民權路三段157號旁風神廟門口,24.9739342,121.213782,2,2,2,5,20
67000370,民生里,0812,三,1345,武英街,22.9892856,120.1916559,1,1,1,5,20
67000360,華平里,0812,三,1330,健康二街,22.9901363,120.1736135,1,1,1,5,6
67000340,正覺里,0812,三,0830,正覺街,23.0171466,120.2127467,4,4,4,23,42
67000340,永祥里,0812,三,1330,實踐街85巷,23.0145383,120.2195684,3,3,3,13,22
67000330,喜北里,0812,三,0845,喜樹路134巷,22.9438564,120.1789602,1,1,1,4,10
67000330,大忠里,0812,三,1345,中華南路一段186巷,22.9710543,120.210568,1,1,1,5,10
67000310,烏竹里,0812,三,0845,龍橋街,23.0400423,120.2638255,1,1,1,2,0
67000310,五王里,0812,三,0845,五福街,23.013277,120.2338806,1,1,1,4,2
67000310,鹽行里,0812,三,1345,中正北路177巷,23.0423379,120.2427645,1,1,1,3,5
67000370,保安里,0813,四,0845,海安路一段與友愛街路口,22.9932743,120.1959289,1,1,1,5,10
67000370,安海里,0813,四,1345,河中街,22.9952064,120.1931788,1,1,1,5,10
67000360,國平里,0813,四,0830,建平五街184巷,22.9883111,120.1766151,1,1,1,2,0
67000350,安富里,0813,四,0850,府安路五段230巷,23.022386,120.1946698,1,1,1,5,6
67000350,安富里,0813,四,1350,府安路五段223巷24弄,23.0232037,120.1948804,1,1,1,7,10
67000340,六甲里,0813,四,0830,公園路758巷,23.0104919,120.2120262,6,6,6,16,32
67000340,永祥里,0813,四,1330,實踐街85巷,23.0145383,120.2195684,3,3,3,14,28
67000320,路東里,0813,四,0850,大同路二段61巷,22.9801661,120.2132144,1,1,1,5,6
67000310,三合里,0813,四,0845,南工街247巷35弄,23.0104398,120.2389957,1,1,1,7,6
67000310,甲頂里,0813,四,1345,中正南路168巷2弄,23.0214121,120.21855,1,1,1,4,2
67000310,甲頂里,0813,四,1345,中正南路52巷46弄,23.0197137,120.2177941,1,1,1,3,2
67000070,埤頭里,0813,四,0820,興國路,23.1788134,120.2479211,1,0,1,3,0
67000070,中民里,0813,四,1430,興國路,23.1788134,120.2479211,1,0,1,3,0
67000370,大涼里,0814,五,0845,永華一街44巷,22.9895289,120.1896639,1,1,1,2,3
67000370,民權里,0814,五,0845,民權路三段,22.9982223,120.1933076,1,1,1,1,2
67000370,民生里,0814,五,1345,大仁街,22.9904805,120.1932243,1,1,1,2,6
67000360,海頭里,0814,五,1330,中興街,23.001612,120.162833,1,1,1,4,4
67000360,平通里,0814,五,1330,平通路,22.9930277,120.1753046,1,1,1,1,0
67000350,安慶里,0814,五,0850,安中路一段189巷48弄,22.9934043,120.1647036,1,1,1,10,14
67000350,安慶里,0814,五,1350,北安二街1巷,23.0152177,120.2113975,1,1,1,7,8
67000340,成功里,0814,五,0830,北安路一段142巷,23.0180275,120.2101066,5,5,5,25,50
67000340,成德里,0814,五,1330,西門路四段,23.0124842,120.2090936,2,2,2,22,46
67000340,成德里,0814,五,1330,育成路,23.0180527,120.2069853,0,0,0,2,4
67000340,和順里,0814,五,1330,西門路三段,23.0026667,120.2035199,0,0,0,6,12
67000330,大恩里,0814,五,0845,大同路二段750巷,22.9663881,120.2130517,2,2,2,7,12
67000330,大恩里,0814,五,1345,大同路二段750巷,22.9663881,120.2130517,1,1,1,5,12
67000320,東門里,0814,五,1350,東門路一段,22.9877687,120.2151117,1,0,0,1,4
67000310,二王,0814,五,0845,中山南路490巷,23.0168732,120.2406545,1,1,1,5,0
67000310,二王,0814,五,1345,中山南路544巷,23.0170741,120.2422197,1,1,1,3,2
67000310,鹽行里,0814,五,1345,南工街267巷,23.012911,120.2378745,1,1,1,2,5
67000190,東關里,0814,五,1400,中興路,23.1315027,120.291847,1,1,1,11,0
67000370,民主里,0815,六,0845,金華新路,22.9933072,120.1932474,1,1,1,3,10
67000370,水仙里,0815,六,1345,民權路三段,22.9982223,120.1933076,1,1,1,4,10
67000350,海東里,0815,六,0850,海東二街,23.0445064,120.2184734,1,1,1,7,12
67000350,溪頂里,0815,六,1350,府安路四段109巷,23.0250846,120.210048,1,1,1,7,12
67000330,南華里,0815,六,0830,南和路,22.9599179,120.1872404,3,3,3,15,30
67000330,南華里,0815,六,1330,南和路,22.9599179,120.1872404,2,2,2,7,14
67000330,開南里,0815,六,1330,南和路,22.9599179,120.1872404,1,1,1,2,4
67000330,日新里,0815,六,1330,南和路,22.9599179,120.1872404,1,1,1,6,12
67000320,東門里、泉南里,0815,六,0830,東門路一段,22.9877687,120.2151117,1,1,1,7,39
67000320,泉南里,0815,六,1330,光華街,22.9856543,120.2169488,1,1,1,7,39
67000310,勝利里,0815,六,0845,勝利街1巷,23.0014551,120.2301644,,,,7,24
67000310,勝利里,0815,六,1330,勝利街1巷,23.0014551,120.2301644,,,,7,24
67000370,民生里,0816,日,0845,華街,22.9902618,120.1967104,2,2,2,20,40
67000370,大涼里,0816,日,1345,府前一街9巷,22.9929601,120.1879956,1,1,1,6,12
67000370,永福里,0816,日,1345,中正路39巷,22.9914107,120.2020127,1,1,1,4,8
67000370,西賢里,0816,日,1345,西賢一街187巷,23.0039102,120.1762614,1,1,1,4,8
67000370,三合里,0816,日,1345,忠孝街78巷,22.9997066,120.1973355,1,1,1,6,12
67000360,文平里,0816,日,0830,建平五街,22.9877336,120.1780478,1,1,1,1,0
67000360,海頭里,0816,日,0830,古堡街90巷,23.003867,120.1604463,1,1,1,5,5
67000350,溪東里,0816,日,0830,府安路四段,23.0249211,120.2105439,1,1,1,10,20
67000350,南興里,0816,日,1330,公學路五段527巷2弄,23.0729127,120.1602938,1,1,1,1,2
67000350,溪東里,0816,日,1330,府安路四段,23.0249211,120.2105439,1,1,1,10,20
67000350,安和里,0816,日,1330,府安路三段276巷28弄,23.0305774,120.2183047,1,1,1,4,8
67000340,正覺里,0816,日,1400,公園路,23.0068369,120.2100531,0,0,0,2,0
67000330,新興里,0816,日,0830,南和路,22.9599179,120.1872404,3,3,3,15,0
67000330,文華里,0816,日,1330,南和路,22.9599179,120.1872404,2,2,2,12,0
67000330,文南里,0816,日,1330,南和路,22.9599179,120.1872404,1,1,1,5,0
67000310,西勢里,0816,日,0845,富強路一段185巷,23.0179543,120.273142,1,1,1,5,8
67000310,二王里,0816,日,0845,永二街447巷,23.0186841,120.2468918,1,1,1,3,4
67000270,新田里,0816,日,0845,北保一街,22.9546099,120.2513993,1,1,1,3,0
67000190,北關里、文正里,0816,日,0845,中山路,23.1320504,120.2952307,2,2,2,9,0
67000190,北關里,0816,日,1345,三民路,23.125754,120.2851557,2,2,2,5,0
67000360,國平里,0817,一,0830,建平七街,22.9893009,120.175365,1,1,1,2,0
67000360,海頭里,0817,一,1330,安北路121巷15弄,23.0019235,120.1638985,1,1,1,5,5
67000360,海頭里,0817,一,1330,安北路121巷15弄,23.0019235,120.1638985,1,1,1,5,5
67000350,原佃里,0817,一,0830,本原街一段97巷,23.0487154,120.1985669,1,1,1,6,10
67000350,安富里,0817,一,1330,安富街245巷,23.0258569,120.1959604,1,1,1,7,12
67000340,正覺里,0817,一,0830,正覺街,23.0171466,120.2127467,4,4,4,18,36
67000340,六甲里,0817,一,1330,公園路758巷,23.0104919,120.2120262,4,4,4,12,24
67000340,延平里,0817,一,1330,公園路758巷,23.0104919,120.2120262,1,1,1,6,12
67000320,東光里,0817,一,0850,怡東路,22.9928271,120.2280077,1,1,1,12,24
67000320,後甲里,0817,一,1350,裕農路571巷2弄,22.9885518,120.2346376,1,1,1,13,24
67000310,大橋里,0817,一,0845,大橋一街139巷,23.0189356,120.2291647,1,1,1,3,2
67000310,復國里,0817,一,0845,復華一街,23.0054059,120.2437886,1,1,1,3,2
67000310,二王里,0817,一,1345,南工街226巷1弄,23.0141216,120.2389922,1,1,1,3,2
67000310,五王里,0817,一,1345,五福街110巷,23.0128049,120.2349439,1,1,1,3,0
67000190,光文里,0817,一,0845,信義街,23.0749858,120.2897068,2,2,2,5,0
67000190,什乃里,0817,一,1345,什乃里,23.144704,120.2815587,2,2,2,5,0
67000370,三合里,0818,二,0845,信義街,23.0001046,120.1955084,2,2,2,11,20
67000370,民生里,0818,二,1345,永華路一段,22.9891002,120.1870228,2,2,2,8,16
67000360,國平里,0818,二,0830,建平七街,22.9893009,120.175365,1,1,1,5,0
67000350,海佃里,0818,二,0850,國安街156巷102弄,23.0248456,120.1881086,1,1,1,8,14
67000350,海南里,0818,二,1350,府安路七段93巷,23.0116252,120.1789286,1,1,1,8,14
67000340,文元里,0818,二,0830,文成三路,23.0162011,120.2024877,4,4,4,20,40
67000340,勝安里、中樓里、振興里,0818,二,1330,開元路,23.0076695,120.2208365,7,7,7,29,58
67000330,文華里,0818,二,1345,德南街,22.9868104,120.188318,1,1,1,6,12
67000310,甲頂里,0818,二,0845,大武街,23.0200098,120.2225547,1,1,1,3,0
67000310,永康里,0818,二,1345,永康街,23.0231777,120.2585997,1,1,1,5,4
67000270,仁愛里,0818,二,0900,大同路三段456巷26弄,22.952425,120.2180635,1,1,1,4,0
67000070,南勢里,0818,二,0830,南勢里,23.1950148,120.2656955,,,,3,0
67000040,東昇里,0818,二,1330,柳營路二段,23.2814114,120.3118703,1,1,1,3,2
67000040,士林里,0818,二,1330,柳營路二段,23.2814114,120.3118703,,1,,2,2
67000010,新東里,0818,二,0830,新營東仁街,23.3173874,120.3280503,,,,3,0
67000370,民權里,0819,三,1345,和平街,22.9965807,120.1967339,2,2,2,12,28
67000350,大安里,0819,三,0850,理安街,23.0328821,120.1944642,1,1,1,7,14
67000350,頂安里,0819,三,1350, 安中路一段388巷,23.0395115,120.2036623,1,1,1,5,10
67000340,實踐里、小康里,0819,三,0830,北實踐街,23.0130868,120.2201009,6,6,6,23,46
67000340,五福里、三德里,0819,三,1330,長北街,23.0020765,120.2044383,3,3,3,19,38
67000330,白雪里,0819,三,0845,鹽埕路103巷38弄,22.966027,120.1872825,3,3,3,13,26
67000330,明亮里,0819,三,1345,金華路一段352巷34弄,22.9692271,120.191935,2,2,2,9,18
67000320,東門里,0819,三,0850,東榮街115巷,22.9886071,120.2152795,1,1,1,10,20
67000320,中西里,0819,三,1330,勝利路,22.9939325,120.218039,,,,2,0
67000320,裕聖里,0819,三,1330,裕孝路,22.9834429,120.2434988,1,1,1,7,20
67000310,安康里,0819,三,0845,中華路703巷3弄,23.0164067,120.2279859,1,1,1,3,8
67000310,甲頂里,0819,三,0845,中正南路52巷46弄,23.0197137,120.2177941,1,1,1,4,8
67000310,六合里,0819,三,1345,中山南路,23.0191223,120.2413962,1,1,1,5,8
67000190,田寮里,0819,三,0845,田寮里,23.1478822,120.3046289,1,2,2,3,0
67000360,文平里,0820,四,0830,中華西路二段1巷,22.9866093,120.1859914,,,,8,8
67000350,幸福里,0820,四,0850,府安路六段85號,23.01849,120.188425,,,,11,20
67000340,國姓里,0820,四,0830,北西門路三段,23.0052556,120.2054858,,,,20,40
67000340,成德里,0820,四,1330,西門路三段,23.0026667,120.2035199,,,,21,42
67000330,文華里,0820,四,0845,永華路一段233巷,22.9878923,120.1914777,,,,5,10
67000320,龍山里,0820,四,0830,府東街,22.9865622,120.2162521,,,,3,6
67000320,後甲里,0820,四,0830,建東街42巷,22.9902395,120.2379319,,,,5,10
67000310,埔園里,0820,四,0845,四維街58巷,23.0324258,120.2531342,,,,3,8
67000310,成功里,0820,四,0845,中華一路1巷,23.0043056,120.2388359,,,,4,8
67000310,五王里,0820,四,1345,五福街110巷,23.0128049,120.2349439,,,,4,8
67000190,嘉北里,0820,四,0845,茄拔,23.139793,120.325545,,,,4,0
67000030,永安里,0820,四,1330,國光路,23.3523649,120.4161219,,,,5,3
67000010,延平里,0820,四,1330,延平農會,23.299187,120.3133131,,,,7,13
67000010,好平里,0820,四,1330,濟安宮,23.3119567,120.3089541,,,,8,14
67000360,文平里,0821,五,0830,永華二街41巷,22.9859451,120.1831377,1,1,1,4,5
67000360,文平里,0821,五,1330,建平一街,22.9842402,120.1775813,1,1,1,4,6
67000350,幸福里,0821,五,0850,府安路六段,23.0172804,120.1871243,1,1,1,7,14
67000350,幸福里,0821,五,1350,府安路六段62巷,23.0186359,120.1892783,1,1,1,8,16
67000340,振興里,0821,五,0830,開元路73巷,23.0071693,120.2176377,7,7,7,30,70
67000340,文成里,0821,五,1330,和緯路三段,23.0105336,120.1972508,2,2,2,11,30
67000340,興南里,0821,五,1330,公園路321巷,23.0042925,120.209006,2,2,2,19,40
67000330,文南里,0821,五,0845,金華路二段289巷23弄,22.9843866,120.1907926,1,1,1,5,10
67000330,新興里,0821,五,0845,五妃街419巷,22.9826608,120.1962136,2,2,2,9,18
67000330,明興里,0821,五,1345,永仁街,22.9655419,120.1906535,1,1,1,3,6
67000330,廣州里,0821,五,1345,福吉一街,22.9841557,120.1938924,2,2,2,9,18
67000310,正強,0821,五,0845,自強路188巷,23.0257461,120.2508744,1,1,1,3,8
67000310,網寮,0821,五,0845,文化路,23.0158439,120.2575916,1,1,1,2,6
67000310,西橋,0821,五,1345,大橋三街57巷36弄,23.0176827,120.2235793,1,1,1,6,10
67000190,東關里,0821,五,1345,中山路,23.1320504,120.2952307,1,1,1,2,
67000070,麻口里,0821,五,1330,麻豆口,23.181298,120.218607,1,,1,3,
67000020,福得里,0821,五,0830,後厝,23.2622306,120.2397336,,,,5,
67000370,中正里,0822,六,0830,康樂街,22.9952871,120.1951361,,,,8,20
67000370,民生里,0822,六,1330,南華街,22.990054,120.1913953,,,,8,20
67000350,溪墘里,0822,六,0850,海佃路一段284巷,23.0267847,120.1931252,1,1,1,8,16
67000350,安富里,0822,六,1350,郡安路五段164巷3弄,23.0286805,120.1965527,1,1,1,8,16
